source,target,value
Somalia,Eritrea,2485
Dem. Rep. of the Congo,Ethiopia,426
Eritrea,Ethiopia,155231
Somalia,Ethiopia,256669
Sudan,Ethiopia,37785
South Sudan,Ethiopia,281508
Afghanistan,France,4397
Angola,France,3349
Azerbaijan,France,2816
Burundi,France,375
Central African Rep.,France,1607
Dem. Rep. of the Congo,France,14182
Eritrea,France,2208
Palestinian,France,565
Iraq,France,4787
Liberia,France,218
Sri Lanka,France,24220
Mali,France,4050
Myanmar,France,311
Nigeria,France,1250
Rwanda,France,2795
Somalia,France,2007
Viet Nam,France,8132
Sudan,France,4146
Syrian Arab Rep.,France,5179
Iraq,Georgia,553
Afghanistan,Germany,30026
Angola,Germany,796
Azerbaijan,Germany,2171
Dem. Rep. of the Congo,Germany,1537
Eritrea,Germany,10980
Iraq,Germany,51396
Sri Lanka,Germany,3920
Myanmar,Germany,708
Nigeria,Germany,981
Rwanda,Germany,188
Somalia,Germany,4860
Viet Nam,Germany,1357
Sudan,Germany,457
Syrian Arab Rep.,Germany,115604
Central African Rep.,Ghana,102
Liberia,Ghana,2788
Sudan,Ghana,279
Liberia,Guinea,1768
Central African Rep.,Cote d'Ivoire,319
Dem. Rep. of the Congo,Cote d'Ivoire,157
Liberia,Cote d'Ivoire,1040
Afghanistan,India,10196
Iraq,India,287
Sri Lanka,India,64208
Myanmar,India,15735
Somalia,India,465
Afghanistan,Indonesia,2890
Palestinian,Indonesia,366
Iraq,Indonesia,217
Sri Lanka,Indonesia,319
Myanmar,Indonesia,686
Somalia,Indonesia,448
Sudan,Indonesia,171
Afghanistan,Ireland,182
Angola,Ireland,249
Dem. Rep. of the Congo,Ireland,351
Iraq,Ireland,409
Nigeria,Ireland,438
Somalia,Ireland,501
Sudan,Ireland,201
Syrian Arab Rep.,Ireland,109
Afghanistan,Iran (Islamic Rep. of),27962
Iraq,Iran (Islamic Rep. of),813
Palestinian,Iraq,9250
Syrian Arab Rep.,Iraq,244642
Iraq,Jordan,33256
Somalia,Jordan,601
Sudan,Jordan,1815
Syrian Arab Rep.,Jordan,628223
Afghanistan,Kazakhstan,644
Burundi,Kenya,848
Dem. Rep. of the Congo,Kenya,12046
Eritrea,Kenya,1229
Rwanda,Kenya,813
Somalia,Kenya,417920
Sudan,Kenya,3419
South Sudan,Kenya,95671
Afghanistan,Kyrgyzstan,258
Myanmar,Rep. of Korea,213
Syrian Arab Rep.,Rep. of Korea,640
Iraq,Kuwait,391
Somalia,Kuwait,286
Eritrea,Libya,443
Palestinian,Libya,5380
Iraq,Libya,2507
Somalia,Libya,164
Sudan,Libya,624
Iraq,Lebanon,7234
Sudan,Lebanon,646
Syrian Arab Rep.,Lebanon,1062690
Afghanistan,Sri Lanka,124
Iraq,Luxembourg,214
Syrian Arab Rep.,Luxembourg,177
Central African Rep.,Mauritania,410
Mali,Mauritania,50233
Syrian Arab Rep.,Mauritania,215
Syrian Arab Rep.,Rep. of Moldova,206
Central African Rep.,Mali,979
Dem. Rep. of the Congo,Mali,242
Afghanistan,Malaysia,173
Palestinian,Malaysia,307
Iraq,Malaysia,591
Sri Lanka,Malaysia,1545
Myanmar,Malaysia,88631
Somalia,Malaysia,835
Syrian Arab Rep.,Malaysia,473
Burundi,Malawi,1479
Dem. Rep. of the Congo,Malawi,5361
Rwanda,Malawi,2116
Dem. Rep. of the Congo,Morocco,143
Iraq,Morocco,132
Syrian Arab Rep.,Morocco,2619
Burundi,Mozambique,1119
Dem. Rep. of the Congo,Mozambique,3415
Rwanda,Mozambique,849
Somalia,Mozambique,208
Burundi,Namibia,216
Dem. Rep. of the Congo,Namibia,1313
Rwanda,Namibia,132
Myanmar,Nepal,156
Mali,Niger,56012
Nigeria,Niger,68321
Central African Rep.,Nigeria,149
Dem. Rep. of the Congo,Nigeria,561
Mali,Nigeria,136
Iraq,Oman,237
Afghanistan,Pakistan,1560592
Somalia,Pakistan,375
Afghanistan,Romania,141
Iraq,Romania,345
Syrian Arab Rep.,Romania,1591
Burundi,Rwanda,70848
Dem. Rep. of the Congo,Rwanda,73864
Rwanda,Senegal,274
Liberia,Sierra Leone,730
Central African Rep.,Sudan,1439
Eritrea,Sudan,98676
Somalia,Sudan,147
South Sudan,Sudan,97505
Syrian Arab Rep.,Sudan,2692
Central African Rep.,South Sudan,1882
Dem. Rep. of the Congo,South Sudan,15916
Sudan,South Sudan,241002
Burundi,Eswatini,144
Dem. Rep. of the Congo,Eswatini,320
Rwanda,Eswatini,136
Afghanistan,Switzerland,4641
Angola,Switzerland,908
Dem. Rep. of the Congo,Switzerland,1173
Eritrea,Switzerland,10815
Iraq,Switzerland,3501
Sri Lanka,Switzerland,2606
Nigeria,Switzerland,163
Rwanda,Switzerland,164
Somalia,Switzerland,3203
Syrian Arab Rep.,Switzerland,6260
Afghanistan,Syrian Arab Rep.,1213
Iraq,Syrian Arab Rep.,18253
Somalia,Syrian Arab Rep.,490
Sudan,Syrian Arab Rep.,699
Burundi,United Rep. of Tanzania,155755
Dem. Rep. of the Congo,United Rep. of Tanzania,55803
Somalia,United Rep. of Tanzania,150
Palestinian,Thailand,409
Sri Lanka,Thailand,152
Myanmar,Thailand,53233
Viet Nam,Thailand,201
Afghanistan,Tajikistan,1950
Central African Rep.,Togo,476
Dem. Rep. of the Congo,Togo,102
Rwanda,Togo,211
Syrian Arab Rep.,Tunisia,499
Afghanistan,Turkey,3846
Palestinian,Turkey,906
Iraq,Turkey,24135
Somalia,Turkey,2364
Sudan,Turkey,262
Iraq,United Arab Emirates,589
Burundi,Uganda,26256
Dem. Rep. of the Congo,Uganda,201782
Eritrea,Uganda,3401
Rwanda,Uganda,14714
Somalia,Uganda,27720
Sudan,Uganda,1992
South Sudan,Uganda,199359
Afghanistan,Ukraine,1520
Azerbaijan,Ukraine,169
Somalia,Ukraine,115
Syrian Arab Rep.,Ukraine,399
Afghanistan,Uzbekistan,106
Eritrea,Yemen,1278
Palestinian,Yemen,482
Iraq,Yemen,3404
Somalia,Yemen,253215
Syrian Arab Rep.,Yemen,3011
Burundi,Zambia,2931
Dem. Rep. of the Congo,Zambia,19293
Rwanda,Zambia,1548
Somalia,Zambia,2403
Burundi,Zimbabwe,608
Dem. Rep. of the Congo,Zimbabwe,5414
Rwanda,Zimbabwe,764
Eritrea,Egypt,1531
Palestinian,Egypt,70027
Iraq,Egypt,4362
Somalia,Egypt,3384
Sudan,Egypt,13848
South Sudan,Egypt,2532
Syrian Arab Rep.,Egypt,116013
Syrian Arab Rep.,Argentina,357
Azerbaijan,Armenia,1062
Iraq,Armenia,1017
Afghanistan,Azerbaijan,562
Iraq,Bahrain,251
Dem. Rep. of the Congo,Burundi,57055
Rwanda,Burundi,375
Afghanistan,Belgium,3201
Burundi,Belgium,454
Dem. Rep. of the Congo,Belgium,1015
Eritrea,Belgium,1000
Palestinian,Belgium,117
Iraq,Belgium,4000
Sri Lanka,Belgium,394
Rwanda,Belgium,803
Somalia,Belgium,1280
Sudan,Belgium,174
Syrian Arab Rep.,Belgium,9080
Central African Rep.,Benin,617
Myanmar,Bangladesh,3987
Central African Rep.,Burkina Faso,228
Mali,Burkina Faso,32017
Afghanistan,Belarus,227
Somalia,Botswana,300
Angola,Brazil,1109
Dem. Rep. of the Congo,Brazil,1262
Palestinian,Brazil,448
Iraq,Brazil,279
Liberia,Brazil,259
Nigeria,Brazil,114
Syrian Arab Rep.,Brazil,2591
Afghanistan,Canada,600
Burundi,Canada,295
Dem. Rep. of the Congo,Canada,277
Eritrea,Canada,211
Iraq,Canada,297
Sri Lanka,Canada,183
Nigeria,Canada,336
Somalia,Canada,368
Syrian Arab Rep.,Canada,304
Dem. Rep. of the Congo,Central African Rep.,4708
Rwanda,Central African Rep.,146
Sudan,Central African Rep.,2114
South Sudan,Central African Rep.,4912
Central African Rep.,Chad,70223
Dem. Rep. of the Congo,Chad,257
Nigeria,Chad,7777
Sudan,Chad,312468
Somalia,China,102
Central African Rep.,Cameroon,283602
Dem. Rep. of the Congo,Cameroon,517
Nigeria,Cameroon,61963
Rwanda,Cameroon,785
Angola,Congo,317
Central African Rep.,Congo,24474
Dem. Rep. of the Congo,Congo,12284
Rwanda,Congo,9202
Angola,Dem. Rep. of the Congo,494
Burundi,Dem. Rep. of the Congo,36332
Central African Rep.,Dem. Rep. of the Congo,102489
Rwanda,Dem. Rep. of the Congo,245052
Sudan,Dem. Rep. of the Congo,150
South Sudan,Dem. Rep. of the Congo,66672
Eritrea,Djibouti,322
Somalia,Djibouti,13021
Somalia,Eritrea,2244
Dem. Rep. of the Congo,Ethiopia,444
Eritrea,Ethiopia,84468
Somalia,Ethiopia,242014
Sudan,Ethiopia,39896
South Sudan,Ethiopia,338774
Afghanistan,France,7685
Angola,France,3408
Azerbaijan,France,2926
Burundi,France,509
Central African Rep.,France,2312
Dem. Rep. of the Congo,France,15037
Eritrea,France,3063
Palestinian,France,705
Iraq,France,6043
Liberia,France,229
Sri Lanka,France,24326
Mali,France,4222
Myanmar,France,324
Nigeria,France,1653
Rwanda,France,2808
Somalia,France,2524
Viet Nam,France,8008
Sudan,France,7049
Syrian Arab Rep.,France,8991
Iraq,Georgia,669
Afghanistan,Germany,46292
Angola,Germany,748
Azerbaijan,Germany,2312
Dem. Rep. of the Congo,Germany,1452
Eritrea,Germany,30020
Iraq,Germany,86045
Sri Lanka,Germany,3829
Myanmar,Germany,677
Nigeria,Germany,1121
Rwanda,Germany,197
Somalia,Germany,7879
Viet Nam,Germany,1311
Sudan,Germany,693
Syrian Arab Rep.,Germany,375122
Central African Rep.,Ghana,109
Liberia,Ghana,1358
Sudan,Ghana,288
Liberia,Guinea,295
Central African Rep.,Cote d'Ivoire,266
Dem. Rep. of the Congo,Cote d'Ivoire,105
Liberia,Cote d'Ivoire,860
Afghanistan,India,7693
Iraq,India,363
Sri Lanka,India,63162
Myanmar,India,15561
Somalia,India,554
Afghanistan,Indonesia,4379
Palestinian,Indonesia,350
Iraq,Indonesia,374
Sri Lanka,Indonesia,343
Myanmar,Indonesia,887
Somalia,Indonesia,548
Sudan,Indonesia,196
Afghanistan,Ireland,222
Angola,Ireland,237
Dem. Rep. of the Congo,Ireland,385
Iraq,Ireland,420
Nigeria,Ireland,423
Somalia,Ireland,480
Sudan,Ireland,183
Syrian Arab Rep.,Ireland,243
Afghanistan,Iran (Islamic Rep. of),27962
Iraq,Iran (Islamic Rep. of),813
Palestinian,Iraq,7703
Syrian Arab Rep.,Iraq,393
Iraq,Jordan,33118
Somalia,Jordan,626
Sudan,Jordan,2222
Syrian Arab Rep.,Jordan,648836
Afghanistan,Kazakhstan,599
Burundi,Kenya,1717
Dem. Rep. of the Congo,Kenya,13328
Eritrea,Kenya,1081
Rwanda,Kenya,720
Somalia,Kenya,324448
Sudan,Kenya,2863
South Sudan,Kenya,87141
Afghanistan,Kyrgyzstan,242
Myanmar,Rep. of Korea,254
Syrian Arab Rep.,Rep. of Korea,876
Iraq,Kuwait,415
Somalia,Kuwait,318
Eritrea,Libya,437
Palestinian,Libya,5379
Iraq,Libya,2475
Somalia,Libya,164
Sudan,Libya,626
Syrian Arab Rep.,Libya,142
Iraq,Lebanon,6454
Sudan,Lebanon,695
Syrian Arab Rep.,Lebanon,1005503
Iraq,Luxembourg,280
Syrian Arab Rep.,Luxembourg,686
Central African Rep.,Mauritania,528
Mali,Mauritania,46644
Syrian Arab Rep.,Mauritania,417
Syrian Arab Rep.,Rep. of Moldova,218
Central African Rep.,Mali,986
Dem. Rep. of the Congo,Mali,204
Afghanistan,Malaysia,252
Palestinian,Malaysia,245
Iraq,Malaysia,472
Sri Lanka,Malaysia,1120
Myanmar,Malaysia,87029
Somalia,Malaysia,729
Syrian Arab Rep.,Malaysia,458
Burundi,Malawi,1642
Dem. Rep. of the Congo,Malawi,5444
Rwanda,Malawi,2243
Central African Rep.,Morocco,173
Dem. Rep. of the Congo,Morocco,176
Iraq,Morocco,137
Syrian Arab Rep.,Morocco,3242
Burundi,Mozambique,991
Dem. Rep. of the Congo,Mozambique,2729
Rwanda,Mozambique,787
Somalia,Mozambique,145
Burundi,Namibia,229
Dem. Rep. of the Congo,Namibia,1322
Rwanda,Namibia,122
Myanmar,Nepal,150
Mali,Niger,60154
Nigeria,Niger,105501
Central African Rep.,Nigeria,166
Dem. Rep. of the Congo,Nigeria,571
Mali,Nigeria,137
Iraq,Oman,309
Afghanistan,Pakistan,1352160
Somalia,Pakistan,214
Iraq,Qatar,136
Afghanistan,Romania,129
Iraq,Romania,426
Syrian Arab Rep.,Romania,1775
Burundi,South Africa,2980
Dem. Rep. of the Congo,South Africa,26156
Eritrea,South Africa,1978
Rwanda,South Africa,1381
Somalia,South Africa,28695
Sudan,South Africa,115
Burundi,Rwanda,82886
Dem. Rep. of the Congo,Rwanda,73147
Central African Rep.,Senegal,248
Rwanda,Senegal,274
Liberia,Sierra Leone,654
Syrian Arab Rep.,Somalia,145
Central African Rep.,Sudan,1579
Eritrea,Sudan,103176
Somalia,Sudan,184
South Sudan,Sudan,93870
Syrian Arab Rep.,Sudan,6997
Central African Rep.,South Sudan,1853
Dem. Rep. of the Congo,South Sudan,14476
Sudan,South Sudan,241510
Syrian Arab Rep.,Slovenia,118
Burundi,Eswatini,149
Dem. Rep. of the Congo,Eswatini,338
Rwanda,Eswatini,139
Afghanistan,Switzerland,5675
Angola,Switzerland,846
Dem. Rep. of the Congo,Switzerland,1334
Eritrea,Switzerland,26264
Iraq,Switzerland,3494
Sri Lanka,Switzerland,5458
Nigeria,Switzerland,175
Rwanda,Switzerland,151
Somalia,Switzerland,4440
Viet Nam,Switzerland,1084
Sudan,Switzerland,247
Syrian Arab Rep.,Switzerland,11159
Afghanistan,Syrian Arab Rep.,1186
Iraq,Syrian Arab Rep.,16879
Somalia,Syrian Arab Rep.,437
Sudan,Syrian Arab Rep.,742
Burundi,United Rep. of Tanzania,230850
Dem. Rep. of the Congo,United Rep. of Tanzania,50324
Somalia,United Rep. of Tanzania,150
Palestinian,Thailand,453
Iraq,Thailand,220
Sri Lanka,Thailand,138
Myanmar,Thailand,50437
Somalia,Thailand,156
Viet Nam,Thailand,264
Syrian Arab Rep.,Thailand,268
Central African Rep.,Togo,328
Rwanda,Togo,137
Syrian Arab Rep.,Tunisia,504
Afghanistan,Turkey,3423
Palestinian,Turkey,1043
Iraq,Turkey,30398
Somalia,Turkey,2239
Sudan,Turkey,269
Iraq,United Arab Emirates,741
Syrian Arab Rep.,United Arab Emirates,119
Burundi,Uganda,41012
Dem. Rep. of the Congo,Uganda,205363
Eritrea,Uganda,4511
Rwanda,Uganda,15231
Somalia,Uganda,30689
Sudan,Uganda,2545
South Sudan,Uganda,639007
Afghanistan,Ukraine,1497
Azerbaijan,Ukraine,157
Somalia,Ukraine,133
Syrian Arab Rep.,Ukraine,446
Eritrea,Yemen,1402
Palestinian,Yemen,579
Iraq,Yemen,3381
Somalia,Yemen,255121
Sudan,Yemen,105
Syrian Arab Rep.,Yemen,3249
Burundi,Zambia,3637
Dem. Rep. of the Congo,Zambia,21338
Rwanda,Zambia,1496
Somalia,Zambia,2595
Burundi,Zimbabwe,631
Dem. Rep. of the Congo,Zimbabwe,5925
Rwanda,Zimbabwe,721
Dem. Rep. of the Congo,Angola,38516
Liberia,Angola,155
Rwanda,Angola,273
Somalia,Angola,288
Sudan,Angola,313
Eritrea,Egypt,2727
Palestinian,Egypt,70018
Iraq,Egypt,4275
Somalia,Egypt,3252
Sudan,Egypt,17298
South Sudan,Egypt,5247
Syrian Arab Rep.,Egypt,126688
Syrian Arab Rep.,Argentina,370
Azerbaijan,Armenia,1049
Iraq,Armenia,1061
Afghanistan,Azerbaijan,587
Iraq,Bahrain,246
Dem. Rep. of the Congo,Burundi,61867
Rwanda,Burundi,422
Central African Rep.,Benin,848
Myanmar,Bangladesh,799150
Central African Rep.,Burkina Faso,167
Mali,Burkina Faso,23766
Somalia,Botswana,314
Dem. Rep. of the Congo,Brazil,106
Syrian Arab Rep.,Brazil,310
Dem. Rep. of the Congo,Central African Rep.,4025
Rwanda,Central African Rep.,184
Sudan,Central African Rep.,502
South Sudan,Central African Rep.,2049
Central African Rep.,Chad,76653
Dem. Rep. of the Congo,Chad,316
Nigeria,Chad,9541
Sudan,Chad,324327
Central African Rep.,Cameroon,248843
Dem. Rep. of the Congo,Cameroon,523
Nigeria,Cameroon,62337
Rwanda,Cameroon,832
Angola,Congo,318
Central African Rep.,Congo,26403
Dem. Rep. of the Congo,Congo,12316
Rwanda,Congo,9275
Angola,Dem. Rep. of the Congo,494
Burundi,Dem. Rep. of the Congo,44450
Central African Rep.,Dem. Rep. of the Congo,181917
Rwanda,Dem. Rep. of the Congo,220377
Sudan,Dem. Rep. of the Congo,151
South Sudan,Dem. Rep. of the Congo,88970
Eritrea,Djibouti,406
Somalia,Djibouti,13108
Somalia,Eritrea,2286
Dem. Rep. of the Congo,Ethiopia,530
Eritrea,Ethiopia,164605
Somalia,Ethiopia,253779
Sudan,Ethiopia,43892
South Sudan,Ethiopia,421373
Afghanistan,France,13425
Angola,France,3428
Azerbaijan,France,2916
Burundi,France,607
Central African Rep.,France,2642
Dem. Rep. of the Congo,France,15697
Eritrea,France,3768
Palestinian,France,813
Iraq,France,7265
Liberia,France,232
Sri Lanka,France,24110
Mali,France,4381
Myanmar,France,316
Nigeria,France,2101
Rwanda,France,2807
Somalia,France,2964
Viet Nam,France,7911
Sudan,France,11337
Syrian Arab Rep.,France,12520
Iraq,Georgia,630
Afghanistan,Germany,104385
Angola,Germany,803
Azerbaijan,Germany,3313
Dem. Rep. of the Congo,Germany,1594
Eritrea,Germany,49253
Iraq,Germany,130640
Sri Lanka,Germany,3863
Mali,Germany,216
Myanmar,Germany,831
Nigeria,Germany,3971
Rwanda,Germany,207
Somalia,Germany,19508
Viet Nam,Germany,1279
Sudan,Germany,1974
Syrian Arab Rep.,Germany,496674
Central African Rep.,Ghana,107
Liberia,Ghana,1209
Sudan,Ghana,299
Liberia,Guinea,298
Syrian Arab Rep.,Croatia,194
Central African Rep.,Cote d'Ivoire,332
Dem. Rep. of the Congo,Cote d'Ivoire,112
Liberia,Cote d'Ivoire,907
Afghanistan,India,7758
Iraq,India,344
Sri Lanka,India,61842
Myanmar,India,18089
Somalia,India,664
Afghanistan,Indonesia,5477
Palestinian,Indonesia,388
Iraq,Indonesia,560
Sri Lanka,Indonesia,389
Myanmar,Indonesia,766
Somalia,Indonesia,976
Sudan,Indonesia,266
Afghanistan,Ireland,230
Angola,Ireland,236
Dem. Rep. of the Congo,Ireland,396
Iraq,Ireland,484
Nigeria,Ireland,421
Somalia,Ireland,475
Sudan,Ireland,188
Syrian Arab Rep.,Ireland,718
Afghanistan,Iran (Islamic Rep. of),27980
Iraq,Iran (Islamic Rep. of),928
Palestinian,Iraq,7865
Syrian Arab Rep.,Iraq,247057
Iraq,Jordan,34037
Somalia,Jordan,645
Sudan,Jordan,2567
Syrian Arab Rep.,Jordan,653031
Afghanistan,Kazakhstan,561
Burundi,Kenya,1902
Dem. Rep. of the Congo,Kenya,13941
Eritrea,Kenya,702
Rwanda,Kenya,576
Somalia,Kenya,281692
Sudan,Kenya,2922
South Sudan,Kenya,111510
Afghanistan,Kyrgyzstan,236
Myanmar,Rep. of Korea,292
Syrian Arab Rep.,Rep. of Korea,1122
Iraq,Kuwait,328
Somalia,Kuwait,227
Eritrea,Libya,471
Palestinian,Libya,5303
Iraq,Libya,2459
Somalia,Libya,143
Sudan,Libya,629
Syrian Arab Rep.,Libya,257
Iraq,Lebanon,5695
Sudan,Lebanon,705
Syrian Arab Rep.,Lebanon,992127
Afghanistan,Sri Lanka,133
Central African Rep.,Mauritania,555
Mali,Mauritania,49829
Syrian Arab Rep.,Mauritania,464
Syrian Arab Rep.,Rep. of Moldova,204
Central African Rep.,Mali,809
Dem. Rep. of the Congo,Mali,233
Afghanistan,Malaysia,389
Palestinian,Malaysia,236
Iraq,Malaysia,452
Sri Lanka,Malaysia,974
Myanmar,Malaysia,98022
Somalia,Malaysia,816
Syrian Arab Rep.,Malaysia,372
Burundi,Malawi,1649
Dem. Rep. of the Congo,Malawi,5334
Rwanda,Malawi,1943
Central African Rep.,Morocco,243
Dem. Rep. of the Congo,Morocco,178
Iraq,Morocco,150
Syrian Arab Rep.,Morocco,2953
Burundi,Mozambique,982
Dem. Rep. of the Congo,Mozambique,2940
Rwanda,Mozambique,766
Somalia,Mozambique,159
Burundi,Namibia,275
Dem. Rep. of the Congo,Namibia,1666
Rwanda,Namibia,145
Myanmar,Nepal,190
Mali,Niger,56838
Nigeria,Niger,108470
Central African Rep.,Nigeria,403
Dem. Rep. of the Congo,Nigeria,599
Mali,Nigeria,137
Syrian Arab Rep.,Nigeria,154
Iraq,Oman,301
Afghanistan,Pakistan,1392610
Somalia,Pakistan,232
Iraq,Qatar,137
Afghanistan,Romania,152
Iraq,Romania,806
Syrian Arab Rep.,Romania,2282
Burundi,South Africa,3000
Dem. Rep. of the Congo,South Africa,26043
Eritrea,South Africa,1924
Rwanda,South Africa,1295
Somalia,South Africa,26977
Sudan,South Africa,112
Burundi,Rwanda,88209
Dem. Rep. of the Congo,Rwanda,74023
Central African Rep.,Senegal,289
Rwanda,Senegal,274
Liberia,Sierra Leone,653
Syrian Arab Rep.,Somalia,172
Central African Rep.,Sudan,2277
Eritrea,Sudan,108243
Somalia,Sudan,208
South Sudan,Sudan,240619
Syrian Arab Rep.,Sudan,11240
Central African Rep.,South Sudan,1869
Dem. Rep. of the Congo,South Sudan,14961
Sudan,South Sudan,261983
Syrian Arab Rep.,Slovenia,215
Burundi,Eswatini,160
Dem. Rep. of the Congo,Eswatini,355
Rwanda,Eswatini,153
Afghanistan,Switzerland,8151
Angola,Switzerland,774
Dem. Rep. of the Congo,Switzerland,1288
Eritrea,Switzerland,30935
Iraq,Switzerland,4015
Sri Lanka,Switzerland,5581
Nigeria,Switzerland,185
Rwanda,Switzerland,140
Somalia,Switzerland,4574
Viet Nam,Switzerland,996
Sudan,Switzerland,277
Syrian Arab Rep.,Switzerland,13639
Afghanistan,Syrian Arab Rep.,1221
Iraq,Syrian Arab Rep.,16325
Somalia,Syrian Arab Rep.,404
Sudan,Syrian Arab Rep.,762
South Sudan,Syrian Arab Rep.,110
Burundi,United Rep. of Tanzania,251227
Dem. Rep. of the Congo,United Rep. of Tanzania,56906
Somalia,United Rep. of Tanzania,150
Palestinian,Thailand,413
Iraq,Thailand,305
Sri Lanka,Thailand,156
Myanmar,Thailand,49813
Somalia,Thailand,223
Viet Nam,Thailand,450
Syrian Arab Rep.,Thailand,327
Afghanistan,Tajikistan,2516
Central African Rep.,Togo,349
Rwanda,Togo,137
Syrian Arab Rep.,Tunisia,603
Afghanistan,Turkey,5603
Palestinian,Turkey,1147
Iraq,Turkey,37319
Somalia,Turkey,2219
Sudan,Turkey,274
Iraq,United Arab Emirates,697
Syrian Arab Rep.,United Arab Emirates,128
Burundi,Uganda,38245
Dem. Rep. of the Congo,Uganda,226192
Eritrea,Uganda,4566
Rwanda,Uganda,14282
Somalia,Uganda,25011
Sudan,Uganda,2355
South Sudan,Uganda,1037412
Afghanistan,Ukraine,1410
Azerbaijan,Ukraine,149
Somalia,Ukraine,132
Syrian Arab Rep.,Ukraine,483
Eritrea,Yemen,1370
Palestinian,Yemen,625
Iraq,Yemen,3351
Somalia,Yemen,255894
Sudan,Yemen,124
Syrian Arab Rep.,Yemen,3286
Burundi,Zambia,3267
Dem. Rep. of the Congo,Zambia,34928
Rwanda,Zambia,715
Somalia,Zambia,2174
Burundi,Zimbabwe,622
Dem. Rep. of the Congo,Zimbabwe,6296
Rwanda,Zimbabwe,500
Dem. Rep. of the Congo,Angola,23675
Eritrea,Egypt,4340
Iraq,Egypt,4346
Somalia,Egypt,3588
Sudan,Egypt,19540
South Sudan,Egypt,7737
Syrian Arab Rep.,Egypt,132871
Syrian Arab Rep.,Argentina,385
Azerbaijan,Armenia,1388
Iraq,Armenia,1083
Syrian Arab Rep.,Armenia,701
Afghanistan,Azerbaijan,636
Iraq,Bahrain,253
Dem. Rep. of the Congo,Burundi,70941
Rwanda,Burundi,479
Central African Rep.,Benin,915
Myanmar,Bangladesh,906635
Central African Rep.,Burkina Faso,187
Mali,Burkina Faso,24710
Dem. Rep. of the Congo,Botswana,137
Somalia,Botswana,303
Afghanistan,Canada,3603
Azerbaijan,Canada,117
Burundi,Canada,1181
Dem. Rep. of the Congo,Canada,1846
Eritrea,Canada,2710
Palestinian,Canada,290
Iraq,Canada,3025
Sri Lanka,Canada,415
Nigeria,Canada,820
Rwanda,Canada,290
Somalia,Canada,3160
Sudan,Canada,834
Syrian Arab Rep.,Canada,3558
Dem. Rep. of the Congo,Central African Rep.,1547
Rwanda,Central African Rep.,199
Sudan,Central African Rep.,518
South Sudan,Central African Rep.,2573
Central African Rep.,Chad,102087
Dem. Rep. of the Congo,Chad,307
Nigeria,Chad,11310
Sudan,Chad,336674
Central African Rep.,Cameroon,274688
Dem. Rep. of the Congo,Cameroon,534
Nigeria,Cameroon,102287
Rwanda,Cameroon,863
Angola,Congo,317
Central African Rep.,Congo,24696
Dem. Rep. of the Congo,Congo,11285
Rwanda,Congo,991
Angola,Dem. Rep. of the Congo,490
Burundi,Dem. Rep. of the Congo,43010
Central African Rep.,Dem. Rep. of the Congo,172011
Rwanda,Dem. Rep. of the Congo,216986
Sudan,Dem. Rep. of the Congo,152
South Sudan,Dem. Rep. of the Congo,95704
Eritrea,Djibouti,382
Somalia,Djibouti,12660
Somalia,Eritrea,2148
Dem. Rep. of the Congo,Ethiopia,552
Eritrea,Ethiopia,173965
Somalia,Ethiopia,257199
Sudan,Ethiopia,44003
South Sudan,Ethiopia,421870
Afghanistan,France,18534
Angola,France,3541
Azerbaijan,France,2886
Burundi,France,834
Central African Rep.,France,2962
Dem. Rep. of the Congo,France,16484
Eritrea,France,5040
Palestinian,France,940
Iraq,France,8131
Liberia,France,239
Sri Lanka,France,23918
Mali,France,4773
Myanmar,France,321
Nigeria,France,2525
Rwanda,France,2890
Somalia,France,3640
Viet Nam,France,7821
Sudan,France,14700
Syrian Arab Rep.,France,15822
Iraq,Georgia,560
Syrian Arab Rep.,Georgia,428
Afghanistan,Germany,126018
Angola,Germany,846
Azerbaijan,Germany,3643
Burundi,Germany,106
Dem. Rep. of the Congo,Germany,1650
Eritrea,Germany,55334
Iraq,Germany,136463
Liberia,Germany,100
Sri Lanka,Germany,3820
Mali,Germany,272
Myanmar,Germany,854
Nigeria,Germany,6435
Rwanda,Germany,239
Somalia,Germany,23581
Viet Nam,Germany,1236
Sudan,Germany,2436
Syrian Arab Rep.,Germany,532065
Central African Rep.,Ghana,117
Liberia,Ghana,735
Sudan,Ghana,413
Syrian Arab Rep.,Ghana,157
Liberia,Guinea,154
Syrian Arab Rep.,Croatia,398
Central African Rep.,Cote d'Ivoire,462
Dem. Rep. of the Congo,Cote d'Ivoire,120
Liberia,Cote d'Ivoire,906
Afghanistan,India,6984
Iraq,India,277
Myanmar,India,18813
Somalia,India,608
Afghanistan,Indonesia,6098
Palestinian,Indonesia,367
Iraq,Indonesia,587
Sri Lanka,Indonesia,409
Myanmar,Indonesia,713
Somalia,Indonesia,1139
Sudan,Indonesia,400
Afghanistan,Ireland,289
Dem. Rep. of the Congo,Ireland,302
Iraq,Ireland,315
Nigeria,Ireland,255
Somalia,Ireland,205
Sudan,Ireland,159
Syrian Arab Rep.,Ireland,1126
Afghanistan,Iran (Islamic Rep. of),28886
Iraq,Iran (Islamic Rep. of),850
Palestinian,Iraq,7944
Syrian Arab Rep.,Iraq,252526
Iraq,Jordan,34626
Somalia,Jordan,680
Sudan,Jordan,2788
Syrian Arab Rep.,Jordan,676283
Afghanistan,Kazakhstan,538
Burundi,Kenya,4872
