source,target,value
Turkey,France,11196
Uganda,France,133
Ukraine,France,1715
Uzbekistan,France,212
Venezuela (Bolivarian Republic of),France,304
Western Sahara,France,573
Yemen,France,338
Chad,Gabon,421
Cote d'Ivoire,Gambia,138
Senegal,Gambia,3709
Sierra Leone,Gambia,106
Iraq,Georgia,560
Russian Federation,Georgia,235
Syrian Arab Rep.,Georgia,428
Ukraine,Georgia,617
Afghanistan,Germany,126018
Albania,Germany,1170
Algeria,Germany,589
Angola,Germany,846
Egypt,Germany,2122
Armenia,Germany,2474
Azerbaijan,Germany,3643
Burundi,Germany,106
Bangladesh,Germany,706
Belarus,Germany,186
Bosnia and Herzegovina,Germany,1473
China,Germany,1620
Chile,Germany,170
Cameroon,Germany,698
Congo,Germany,276
Dem. Rep. of the Congo,Germany,1650
Czechia,Germany,752
Eritrea,Germany,55334
Ethiopia,Germany,4780
Gambia,Germany,899
Georgia,Germany,633
Ghana,Germany,549
Guinea,Germany,2393
Croatia,Germany,299
Hungary,Germany,250
Cote d'Ivoire,Germany,520
India,Germany,370
Iran (Islamic Rep. of),Germany,41150
Iraq,Germany,136463
Jordan,Germany,382
Kenya,Germany,183
Kyrgyzstan,Germany,167
Liberia,Germany,100
Libya,Germany,1732
Lebanon,Germany,1557
Sri Lanka,Germany,3820
North Macedonia,Germany,669
Rep. of Moldova,Germany,106
Mali,Germany,272
Mongolia,Germany,130
Morocco,Germany,712
Montenegro,Germany,288
Myanmar,Germany,854
Nigeria,Germany,6435
Pakistan,Germany,7454
Poland,Germany,636
Romania,Germany,155
Russian Federation,Germany,8119
Rwanda,Germany,239
Saudi Arabia,Germany,130
Serbia and Kosovo: S/RES/1244 (1999),Germany,9155
Senegal,Germany,157
Sierra Leone,Germany,730
Somalia,Germany,23581
Viet Nam,Germany,1236
Sudan,Germany,2436
Syrian Arab Rep.,Germany,532065
Tajikistan,Germany,666
Togo,Germany,1074
Tunisia,Germany,197
Turkey,Germany,24036
Uganda,Germany,197
Ukraine,Germany,741
United States of America,Germany,133
Uzbekistan,Germany,107
Venezuela (Bolivarian Republic of),Germany,183
Yemen,Germany,1809
Zimbabwe,Germany,204
Stateless,Germany,9250
Central African Rep.,Ghana,117
Cote d'Ivoire,Ghana,6585
Liberia,Ghana,735
Sudan,Ghana,413
Syrian Arab Rep.,Ghana,157
Togo,Ghana,3431
Cote d'Ivoire,Guinea,3597
Liberia,Guinea,154
Sierra Leone,Guinea,245
Syrian Arab Rep.,Croatia,398
Central African Rep.,Cote d'Ivoire,462
Dem. Rep. of the Congo,Cote d'Ivoire,120
Liberia,Cote d'Ivoire,906
Afghanistan,India,6984
Iraq,India,277
Myanmar,India,18813
Somalia,India,608
Afghanistan,Indonesia,6098
Ethiopia,Indonesia,160
Palestinian,Indonesia,367
Iran (Islamic Rep. of),Indonesia,308
Iraq,Indonesia,587
Sri Lanka,Indonesia,409
Myanmar,Indonesia,713
Pakistan,Indonesia,340
Somalia,Indonesia,1139
Sudan,Indonesia,400
Yemen,Indonesia,105
Afghanistan,Ireland,289
Dem. Rep. of the Congo,Ireland,302
Iran (Islamic Rep. of),Ireland,126
Iraq,Ireland,315
Libya,Ireland,150
Nigeria,Ireland,255
Pakistan,Ireland,185
Somalia,Ireland,205
Sudan,Ireland,159
Syrian Arab Rep.,Ireland,1126
Zimbabwe,Ireland,319
Afghanistan,Iran (Islamic Rep. of),28886
Iraq,Iran (Islamic Rep. of),850
Palestinian,Iraq,7944
Iran (Islamic Rep. of),Iraq,7026
Syrian Arab Rep.,Iraq,252526
Turkey,Iraq,15405
Egypt,Jordan,105
Iraq,Jordan,34626
Somalia,Jordan,680
Sudan,Jordan,2788
Syrian Arab Rep.,Jordan,676283
Yemen,Jordan,642
Afghanistan,Kazakhstan,538
Burundi,Kenya,4872
Dem. Rep. of the Congo,Kenya,24586
Eritrea,Kenya,702
Ethiopia,Kenya,18115
Rwanda,Kenya,648
Somalia,Kenya,252498
Sudan,Kenya,3468
South Sudan,Kenya,115202
Uganda,Kenya,843
Afghanistan,Kyrgyzstan,223
Bangladesh,Rep. of Korea,108
Ethiopia,Rep. of Korea,147
Myanmar,Rep. of Korea,328
Pakistan,Rep. of Korea,102
Syrian Arab Rep.,Rep. of Korea,1177
Yemen,Rep. of Korea,483
Iraq,Kuwait,351
Somalia,Kuwait,228
Cote d'Ivoire,Liberia,9051
Eritrea,Libya,509
Palestinian,Libya,4555
Iraq,Libya,1994
Somalia,Libya,161
Sudan,Libya,956
Syrian Arab Rep.,Libya,552
Iraq,Lebanon,4458
Sudan,Lebanon,668
Syrian Arab Rep.,Lebanon,944181
Afghanistan,Sri Lanka,146
Pakistan,Sri Lanka,558
Central African Rep.,Mauritania,558
Cote d'Ivoire,Mauritania,259
Mali,Mauritania,55785
Syrian Arab Rep.,Mauritania,332
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,381
Syrian Arab Rep.,Rep. of Moldova,213
Burkina Faso,Mali,8457
Central African Rep.,Mali,854
Dem. Rep. of the Congo,Mali,234
Cote d'Ivoire,Mali,583
Mauritania,Mali,15319
Niger,Mali,1024
Afghanistan,Malaysia,647
Palestinian,Malaysia,226
Indonesia,Malaysia,926
Iran (Islamic Rep. of),Malaysia,210
Iraq,Malaysia,458
Sri Lanka,Malaysia,942
Myanmar,Malaysia,114227
Pakistan,Malaysia,1638
Somalia,Malaysia,1045
Sudan,Malaysia,102
Syrian Arab Rep.,Malaysia,421
Yemen,Malaysia,163
Burundi,Malawi,2514
Dem. Rep. of the Congo,Malawi,9187
Rwanda,Malawi,2017
Central African Rep.,Morocco,408
Cameroon,Morocco,100
Dem. Rep. of the Congo,Morocco,183
Cote d'Ivoire,Morocco,320
Iraq,Morocco,153
South Sudan,Morocco,159
Syrian Arab Rep.,Morocco,3506
Yemen,Morocco,752
Burundi,Mozambique,1032
Dem. Rep. of the Congo,Mozambique,2907
Rwanda,Mozambique,773
Somalia,Mozambique,161
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,658
Burundi,Namibia,246
Dem. Rep. of the Congo,Namibia,1942
Rwanda,Namibia,127
Bhutan,Nepal,6626
Myanmar,Nepal,332
Pakistan,Nepal,218
Tibetan,Nepal,13509
Chad,Niger,165
Eritrea,Niger,493
Mali,Niger,55540
Nigeria,Niger,118868
El Salvador,Nicaragua,217
Central African Rep.,Nigeria,432
Cameroon,Nigeria,32751
Dem. Rep. of the Congo,Nigeria,624
Cote d'Ivoire,Nigeria,123
Mali,Nigeria,137
Syrian Arab Rep.,Nigeria,224
Turkey,Nigeria,162
Iraq,Oman,298
Afghanistan,Pakistan,1403521
Somalia,Pakistan,181
Yemen,Pakistan,128
Syrian Arab Rep.,Philippines,105
Iraq,Qatar,138
Afghanistan,Romania,155
Iraq,Romania,968
Syrian Arab Rep.,Romania,2292
Stateless,Romania,122
Burundi,Rwanda,68280
Dem. Rep. of the Congo,Rwanda,77044
Syrian Arab Rep.,Saudi Arabia,103
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),8271
Croatia,Serbia and Kosovo: S/RES/1244 (1999),18237
Central African Rep.,Senegal,173
Mauritania,Senegal,14120
Ethiopia,Somalia,3981
Syrian Arab Rep.,Somalia,206
Yemen,Somalia,12450
Central African Rep.,Sudan,4296
Chad,Sudan,3373
Eritrea,Sudan,114545
Ethiopia,Sudan,6045
Somalia,Sudan,432
South Sudan,Sudan,852080
Syrian Arab Rep.,Sudan,13191
Yemen,Sudan,1013
Central African Rep.,South Sudan,2006
Dem. Rep. of the Congo,South Sudan,15617
Ethiopia,South Sudan,4203
Sudan,South Sudan,269924
Syrian Arab Rep.,Slovenia,215
Burundi,Eswatini,181
Dem. Rep. of the Congo,Eswatini,372
Rwanda,Eswatini,168
Afghanistan,Switzerland,12282
Algeria,Switzerland,162
Angola,Switzerland,750
Egypt,Switzerland,110
Armenia,Switzerland,152
Burundi,Switzerland,103
Bosnia and Herzegovina,Switzerland,1854
Cambodia,Switzerland,307
China,Switzerland,2957
Cameroon,Switzerland,177
Dem. Rep. of the Congo,Switzerland,1250
Colombia,Switzerland,228
Eritrea,Switzerland,34072
Ethiopia,Switzerland,1563
Georgia,Switzerland,164
Guinea,Switzerland,173
Cote d'Ivoire,Switzerland,167
Iran (Islamic Rep. of),Switzerland,1687
Iraq,Switzerland,4476
Lao People's Dem. Rep.,Switzerland,122
Libya,Switzerland,303
Sri Lanka,Switzerland,4383
North Macedonia,Switzerland,175
Mongolia,Switzerland,137
Nigeria,Switzerland,208
Pakistan,Switzerland,206
Russian Federation,Switzerland,749
Rwanda,Switzerland,138
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,2595
Somalia,Switzerland,4595
Viet Nam,Switzerland,930
Sudan,Switzerland,297
Syrian Arab Rep.,Switzerland,16565
Togo,Switzerland,638
Tunisia,Switzerland,246
Turkey,Switzerland,3539
Yemen,Switzerland,336
Stateless,Switzerland,553
Afghanistan,Syrian Arab Rep.,1229
Iraq,Syrian Arab Rep.,15699
Pakistan,Syrian Arab Rep.,186
Somalia,Syrian Arab Rep.,371
Sudan,Syrian Arab Rep.,769
South Sudan,Syrian Arab Rep.,106
Yemen,Syrian Arab Rep.,159
Burundi,United Rep. of Tanzania,221354
Dem. Rep. of the Congo,United Rep. of Tanzania,56561
Somalia,United Rep. of Tanzania,150
Afghanistan,Thailand,136
Cambodia,Thailand,203
China,Thailand,186
Palestinian,Thailand,377
Iraq,Thailand,248
Sri Lanka,Thailand,137
Myanmar,Thailand,97603
Pakistan,Thailand,1942
Somalia,Thailand,230
Viet Nam,Thailand,682
Syrian Arab Rep.,Thailand,276
Central African Rep.,Togo,361
Dem. Rep. of the Congo,Togo,107
Ghana,Togo,9747
Cote d'Ivoire,Togo,1793
Rwanda,Togo,139
Syrian Arab Rep.,Tunisia,927
Afghanistan,Turkey,6606
Palestinian,Turkey,1226
Iran (Islamic Rep. of),Turkey,8731
Iraq,Turkey,39088
Kyrgyzstan,Turkey,175
Somalia,Turkey,2220
Sudan,Turkey,266
Syrian Arab Rep.,Turkey,3622366
Yemen,Turkey,169
Stateless,Turkey,208
Iraq,United Arab Emirates,778
Syrian Arab Rep.,United Arab Emirates,287
Burundi,Uganda,32518
Dem. Rep. of the Congo,Uganda,303092
Eritrea,Uganda,3373
Ethiopia,Uganda,1708
Kenya,Uganda,194
Pakistan,Uganda,220
Rwanda,Uganda,14024
Somalia,Uganda,18764
Sudan,Uganda,2802
South Sudan,Uganda,788848
Colombia,Uruguay,149
Colombia,Venezuela (Bolivarian Republic of),67156
Eritrea,Yemen,1389
Ethiopia,Yemen,6448
Palestinian,Yemen,619
Iraq,Yemen,3330
Somalia,Yemen,248955
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3446
Burundi,Zambia,4483
Dem. Rep. of the Congo,Zambia,41490
Rwanda,Zambia,755
Somalia,Zambia,2891
Burundi,Zimbabwe,608
Dem. Rep. of the Congo,Zimbabwe,6489
Rwanda,Zimbabwe,572
Pakistan,Afghanistan,72191
Palestinian,Algeria,173
Syrian Arab Rep.,Algeria,7757
Yemen,Algeria,257
Dem. Rep. of the Congo,Angola,9471
Eritrea,Egypt,8858
Ethiopia,Egypt,4599
Palestinian,Egypt,70010
Iraq,Egypt,4426
Somalia,Egypt,3973
Sudan,Egypt,21861
South Sudan,Egypt,14832
Syrian Arab Rep.,Egypt,129210
Yemen,Egypt,126
Colombia,Argentina,558
Cuba,Argentina,257
Peru,Argentina,544
Syrian Arab Rep.,Argentina,401
Ukraine,Argentina,117
Venezuela (Bolivarian Republic of),Argentina,309
Azerbaijan,Armenia,1315
Iraq,Armenia,1087
Syrian Arab Rep.,Armenia,730
Ukraine,Armenia,116
Afghanistan,Azerbaijan,627
Russian Federation,Azerbaijan,372
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,77807
Rwanda,Burundi,575
Central African Rep.,Benin,953
Cote d'Ivoire,Benin,164
Myanmar,Bangladesh,854764
Central African Rep.,Burkina Faso,194
Mali,Burkina Faso,25442
Dem. Rep. of the Congo,Botswana,120
Somalia,Botswana,299
Zimbabwe,Botswana,564
Croatia,Bosnia and Herzegovina,5116
Chad,Central African Rep.,1694
Dem. Rep. of the Congo,Central African Rep.,2529
Rwanda,Central African Rep.,209
Sudan,Central African Rep.,405
South Sudan,Central African Rep.,2235
Central African Rep.,Chad,93711
Dem. Rep. of the Congo,Chad,239
Niger,Chad,607
Nigeria,Chad,12720
Sudan,Chad,335246
Somalia,China,106
Central African Rep.,Cameroon,292767
Chad,Cameroon,1604
Dem. Rep. of the Congo,Cameroon,521
Nigeria,Cameroon,110627
Rwanda,Cameroon,334
Central African Rep.,Congo,15014
Dem. Rep. of the Congo,Congo,9694
Rwanda,Congo,811
Angola,Dem. Rep. of the Congo,490
Burundi,Dem. Rep. of the Congo,47570
Central African Rep.,Dem. Rep. of the Congo,171234
Congo,Dem. Rep. of the Congo,649
Rwanda,Dem. Rep. of the Congo,214989
South Sudan,Dem. Rep. of the Congo,88717
Venezuela (Bolivarian Republic of),Colombia,425
Western Sahara,Cuba,107
Eritrea,Djibouti,422
Ethiopia,Djibouti,581
Somalia,Djibouti,13277
Yemen,Djibouti,5322
Haiti,Dominican Rep.,164
Dem. Rep. of the Congo,Ethiopia,731
Eritrea,Ethiopia,158596
Kenya,Ethiopia,4033
Somalia,Ethiopia,192181
Sudan,Ethiopia,41479
South Sudan,Ethiopia,334014
Yemen,Ethiopia,1926
Afghanistan,France,24293
Albania,France,5829
Algeria,France,1997
Angola,France,3678
Egypt,France,1091
Armenia,France,4251
Azerbaijan,France,2942
Burundi,France,1089
Bangladesh,France,6156
Bhutan,France,126
Burkina Faso,France,283
Belarus,France,524
Bosnia and Herzegovina,France,4116
Cambodia,France,11021
Central African Rep.,France,3419
Chad,France,1890
China,France,6918
Cameroon,France,1524
Congo,France,3678
Dem. Rep. of the Congo,France,17512
Comoros,France,627
Colombia,France,587
Cuba,France,196
Djibouti,France,342
Eritrea,France,6372
Ethiopia,France,1689
Gabon,France,260
Gambia,France,333
Palestinian,France,1109
Georgia,France,3550
Ghana,France,517
Guinea-Bissau,France,907
Guinea,France,11038
Haiti,France,3815
Cote d'Ivoire,France,5652
India,France,236
Iran (Islamic Rep. of),France,2970
Iraq,France,8829
Kazakhstan,France,607
Kenya,France,136
Kyrgyzstan,France,312
Kuwait,France,164
Lao People's Dem. Rep.,France,6464
Liberia,France,247
Libya,France,1028
Lebanon,France,147
Sri Lanka,France,23821
Madagascar,France,224
Mauritania,France,5675
North Macedonia,France,383
Rep. of Moldova,France,317
Mali,France,5169
Mongolia,France,473
Morocco,France,794
Myanmar,France,329
Nepal,France,150
Niger,France,115
Nigeria,France,3216
Pakistan,France,1852
Peru,France,326
Poland,France,132
Romania,France,143
Russian Federation,France,16412
Rwanda,France,2995
Serbia and Kosovo: S/RES/1244 (1999),France,14141
Senegal,France,1687
Sierra Leone,France,671
Somalia,France,4535
Viet Nam,France,7735
Sudan,France,18473
Slovakia,France,107
Syrian Arab Rep.,France,18244
Togo,France,759
Tunisia,France,368
Turkey,France,11863
Uganda,France,159
Ukraine,France,1839
Uzbekistan,France,214
Venezuela (Bolivarian Republic of),France,551
Western Sahara,France,715
Yemen,France,454
Chad,Gabon,242
Cote d'Ivoire,Gambia,149
Senegal,Gambia,3943
Sierra Leone,Gambia,107
Iraq,Georgia,527
Russian Federation,Georgia,240
Ukraine,Georgia,306
Afghanistan,Germany,140366
Albania,Germany,1278
Algeria,Germany,613
Angola,Germany,862
Egypt,Germany,2310
Armenia,Germany,2645
Azerbaijan,Germany,3784
Burundi,Germany,118
Bangladesh,Germany,766
Belarus,Germany,193
Bosnia and Herzegovina,Germany,1432
Chad,Germany,100
China,Germany,1760
Chile,Germany,167
Cameroon,Germany,778
Congo,Germany,282
Dem. Rep. of the Congo,Germany,1650
Czechia,Germany,726
Eritrea,Germany,58569
Ethiopia,Germany,4982
Gambia,Germany,1032
Georgia,Germany,649
Ghana,Germany,600
Guinea-Bissau,Germany,102
Guinea,Germany,2963
Croatia,Germany,286
Hungary,Germany,241
Cote d'Ivoire,Germany,610
India,Germany,391
Iran (Islamic Rep. of),Germany,43244
Iraq,Germany,141650
Jordan,Germany,435
Kazakhstan,Germany,114
Kenya,Germany,190
Kyrgyzstan,Germany,198
Liberia,Germany,102
Libya,Germany,1987
Lebanon,Germany,1656
Sri Lanka,Germany,3699
North Macedonia,Germany,722
Rep. of Moldova,Germany,128
Mali,Germany,320
Mongolia,Germany,199
Morocco,Germany,800
Montenegro,Germany,253
Myanmar,Germany,851
Nigeria,Germany,7828
Pakistan,Germany,8125
Poland,Germany,619
Romania,Germany,146
Russian Federation,Germany,8722
Rwanda,Germany,270
Saudi Arabia,Germany,145
Serbia and Kosovo: S/RES/1244 (1999),Germany,8639
Senegal,Germany,183
Sierra Leone,Germany,769
Somalia,Germany,26015
Viet Nam,Germany,1191
Sudan,Germany,2606
Syrian Arab Rep.,Germany,572818
Tajikistan,Germany,871
Togo,Germany,1060
Tunisia,Germany,218
Turkey,Germany,28470
Uganda,Germany,217
Ukraine,Germany,847
United States of America,Germany,133
Uzbekistan,Germany,123
Venezuela (Bolivarian Republic of),Germany,320
Yemen,Germany,2629
Zimbabwe,Germany,238
Stateless,Germany,10013
Central African Rep.,Ghana,119
Cote d'Ivoire,Ghana,6524
Liberia,Ghana,734
Sudan,Ghana,485
Syrian Arab Rep.,Ghana,167
Togo,Ghana,3459
Senegal,Guinea-Bissau,1818
Cote d'Ivoire,Guinea,3935
Liberia,Guinea,312
Sierra Leone,Guinea,530
Iraq,Croatia,106
Syrian Arab Rep.,Croatia,527
Central African Rep.,Cote d'Ivoire,525
Dem. Rep. of the Congo,Cote d'Ivoire,134
Liberia,Cote d'Ivoire,932
Syrian Arab Rep.,Cote d'Ivoire,132
Afghanistan,India,7470
Iraq,India,172
Sri Lanka,India,59428
Myanmar,India,2574
Somalia,India,533
Stateless,India,16524
Afghanistan,Indonesia,5866
Ethiopia,Indonesia,132
Palestinian,Indonesia,321
Iran (Islamic Rep. of),Indonesia,323
Iraq,Indonesia,553
Sri Lanka,Indonesia,397
Myanmar,Indonesia,595
Pakistan,Indonesia,316
Somalia,Indonesia,1120
Sudan,Indonesia,400
Afghanistan,Ireland,366
Albania,Ireland,145
Dem. Rep. of the Congo,Ireland,376
Palestinian,Ireland,117
Iran (Islamic Rep. of),Ireland,141
Iraq,Ireland,353
Libya,Ireland,220
Nigeria,Ireland,293
Pakistan,Ireland,297
Somalia,Ireland,231
Sudan,Ireland,202
Syrian Arab Rep.,Ireland,1177
Zimbabwe,Ireland,438
Palestinian,Iraq,7858
Iran (Islamic Rep. of),Iraq,5041
Syrian Arab Rep.,Iraq,245810
Turkey,Iraq,15167
Egypt,Jordan,100
Iraq,Jordan,34336
Somalia,Jordan,660
Sudan,Jordan,2996
Syrian Arab Rep.,Jordan,654692
Yemen,Jordan,715
Afghanistan,Kazakhstan,491
Burundi,Kenya,5775
Dem. Rep. of the Congo,Kenya,28085
Eritrea,Kenya,869
Ethiopia,Kenya,19552
Rwanda,Kenya,732
Somalia,Kenya,257766
Sudan,Kenya,3568
South Sudan,Kenya,121410
Uganda,Kenya,890
Afghanistan,Kyrgyzstan,227
Iraq,Kuwait,343
Somalia,Kuwait,218
Syrian Arab Rep.,Kuwait,106
Cote d'Ivoire,Liberia,8152
Eritrea,Libya,375
Palestinian,Libya,2015
Iraq,Libya,810
Sudan,Libya,797
Syrian Arab Rep.,Libya,612
Iraq,Lebanon,4551
Sudan,Lebanon,641
Syrian Arab Rep.,Lebanon,910586
Afghanistan,Sri Lanka,160
Pakistan,Sri Lanka,800
Central African Rep.,Mauritania,622
Cote d'Ivoire,Mauritania,264
Mali,Mauritania,57392
Syrian Arab Rep.,Mauritania,355
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,322
Syrian Arab Rep.,Rep. of Moldova,210
Burkina Faso,Mali,8457
Central African Rep.,Mali,971
Dem. Rep. of the Congo,Mali,271
Cote d'Ivoire,Mali,515
Mauritania,Mali,15316
Niger,Mali,1024
Afghanistan,Malaysia,1352
Palestinian,Malaysia,226
Indonesia,Malaysia,996
Iran (Islamic Rep. of),Malaysia,246
Iraq,Malaysia,435
Sri Lanka,Malaysia,857
Myanmar,Malaysia,119231
Pakistan,Malaysia,3033
Somalia,Malaysia,1540
Sudan,Malaysia,158
Syrian Arab Rep.,Malaysia,425
Yemen,Malaysia,206
Burundi,Malawi,2592
Dem. Rep. of the Congo,Malawi,9264
Rwanda,Malawi,2163
Central African Rep.,Morocco,560
Cameroon,Morocco,110
Dem. Rep. of the Congo,Morocco,172
Palestinian,Morocco,183
Cote d'Ivoire,Morocco,335
Iraq,Morocco,137
South Sudan,Morocco,292
Syrian Arab Rep.,Morocco,3676
Yemen,Morocco,843
Burundi,Mozambique,906
Dem. Rep. of the Congo,Mozambique,2934
Rwanda,Mozambique,687
Somalia,Mozambique,148
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,610
Burundi,Namibia,273
Dem. Rep. of the Congo,Namibia,2685
Rwanda,Namibia,121
Bhutan,Nepal,6396
Myanmar,Nepal,351
Pakistan,Nepal,176
Tibetan,Nepal,12540
Central African Rep.,Niger,145
Chad,Niger,166
Eritrea,Niger,284
Mali,Niger,58000
Nigeria,Niger,120621
Somalia,Niger,163
Sudan,Niger,409
El Salvador,Nicaragua,219
Central African Rep.,Nigeria,460
Cameroon,Nigeria,52066
Dem. Rep. of the Congo,Nigeria,635
Cote d'Ivoire,Nigeria,128
Mali,Nigeria,144
Syrian Arab Rep.,Nigeria,263
Turkey,Nigeria,174
Iran (Islamic Rep. of),Nauru,345
Iraq,Oman,295
Afghanistan,Pakistan,1419084
Somalia,Pakistan,181
Yemen,Pakistan,137
Syrian Arab Rep.,Philippines,115
Iran (Islamic Rep. of),Papua New Guinea,100
Iraq,Qatar,141
Afghanistan,Romania,148
Iran (Islamic Rep. of),Romania,116
Iraq,Romania,881
Syrian Arab Rep.,Romania,2090
Burundi,Rwanda,71488
Dem. Rep. of the Congo,Rwanda,73408
Eritrea,Rwanda,104
Syrian Arab Rep.,Saudi Arabia,152
Central African Rep.,Senegal,228
Mauritania,Senegal,14150
Liberia,Sierra Leone,425
Ethiopia,Somalia,4287
Syrian Arab Rep.,Somalia,245
Yemen,Somalia,13235
Central African Rep.,Sudan,25961
Chad,Sudan,3487
Eritrea,Sudan,112904
Ethiopia,Sudan,6704
Somalia,Sudan,438
South Sudan,Sudan,810917
Syrian Arab Rep.,Sudan,93495
Yemen,Sudan,1227
Central African Rep.,South Sudan,2081
Dem. Rep. of the Congo,South Sudan,16343
Eritrea,South Sudan,202
Ethiopia,South Sudan,4065
Sudan,South Sudan,275563
Burundi,Eswatini,183
Dem. Rep. of the Congo,Eswatini,401
Rwanda,Eswatini,184
Afghanistan,Switzerland,10848
Angola,Switzerland,679
Armenia,Switzerland,138
Bosnia and Herzegovina,Switzerland,354
China,Switzerland,1899
Cameroon,Switzerland,114
Dem. Rep. of the Congo,Switzerland,897
Eritrea,Switzerland,9768
Ethiopia,Switzerland,921
Georgia,Switzerland,166
Guinea,Switzerland,134
Cote d'Ivoire,Switzerland,101
Iran (Islamic Rep. of),Switzerland,565
Iraq,Switzerland,2431
Libya,Switzerland,133
Sri Lanka,Switzerland,1302
North Macedonia,Switzerland,144
Mongolia,Switzerland,148
Nigeria,Switzerland,221
Pakistan,Switzerland,132
Russian Federation,Switzerland,316
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,1840
Somalia,Switzerland,3208
Sudan,Switzerland,142
Syrian Arab Rep.,Switzerland,8588
Turkey,Switzerland,458
Yemen,Switzerland,130
Afghanistan,Syrian Arab Rep.,1110
Iraq,Syrian Arab Rep.,13311
Pakistan,Syrian Arab Rep.,207
Somalia,Syrian Arab Rep.,346
Sudan,Syrian Arab Rep.,718
Yemen,Syrian Arab Rep.,159
Burundi,United Rep. of Tanzania,192231
Dem. Rep. of the Congo,United Rep. of Tanzania,49672
Somalia,United Rep. of Tanzania,159
Afghanistan,Thailand,134
Cambodia,Thailand,228
China,Thailand,174
Palestinian,Thailand,310
Iraq,Thailand,177
Sri Lanka,Thailand,131
Myanmar,Thailand,93335
Pakistan,Thailand,1667
Somalia,Thailand,200
Viet Nam,Thailand,744
Syrian Arab Rep.,Thailand,217
Afghanistan,Tajikistan,300
Central African Rep.,Togo,236
Dem. Rep. of the Congo,Togo,101
Ghana,Togo,9768
Cote d'Ivoire,Togo,1544
Rwanda,Togo,120
Eritrea,Tunisia,158
Syrian Arab Rep.,Tunisia,1382
Syrian Arab Rep.,Turkey,3576370
Iraq,United Arab Emirates,783
Syrian Arab Rep.,United Arab Emirates,333
Burundi,Uganda,43888
Dem. Rep. of the Congo,Uganda,394037
Eritrea,Uganda,6435
Ethiopia,Uganda,2007
Kenya,Uganda,200
Pakistan,Uganda,220
Rwanda,Uganda,15362
Somalia,Uganda,33073
Sudan,Uganda,2627
South Sudan,Uganda,861452
Afghanistan,Ukraine,820
Russian Federation,Ukraine,122
Syrian Arab Rep.,Ukraine,462
Colombia,Uruguay,158
Colombia,Venezuela (Bolivarian Republic of),67622
Eritrea,Yemen,1365
Ethiopia,Yemen,6565
Palestinian,Yemen,625
Iraq,Yemen,3321
Somalia,Yemen,252899
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3551
Burundi,Zambia,5490
Dem. Rep. of the Congo,Zambia,47568
Rwanda,Zambia,774
Somalia,Zambia,3379
Burundi,Zimbabwe,660
Dem. Rep. of the Congo,Zimbabwe,7483
Rwanda,Zimbabwe,649
Pakistan,Afghanistan,72185
Cameroon,Algeria,127
Palestinian,Algeria,185
Mali,Algeria,131
Syrian Arab Rep.,Algeria,6627
Yemen,Algeria,261
Dem. Rep. of the Congo,Angola,9482
Eritrea,Egypt,13528
Ethiopia,Egypt,5296
Palestinian,Egypt,70022
Iraq,Egypt,4660
Somalia,Egypt,4580
Sudan,Egypt,25283
South Sudan,Egypt,18179
Syrian Arab Rep.,Egypt,130577
Yemen,Egypt,154
Colombia,Argentina,560
Cuba,Argentina,259
Peru,Argentina,545
Syrian Arab Rep.,Argentina,407
Ukraine,Argentina,118
Venezuela (Bolivarian Republic of),Argentina,312
Azerbaijan,Armenia,91193
Iran (Islamic Rep. of),Armenia,102
Iraq,Armenia,1086
Syrian Arab Rep.,Armenia,741
Ukraine,Armenia,115
Afghanistan,Azerbaijan,1087
Russian Federation,Azerbaijan,350
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,74928
Rwanda,Burundi,480
Afghanistan,Belgium,4689
Albania,Belgium,669
Armenia,Belgium,144
Burundi,Belgium,1611
Burkina Faso,Belgium,106
China,Belgium,1151
Cameroon,Belgium,478
Dem. Rep. of the Congo,Belgium,1508
Colombia,Belgium,105
Djibouti,Belgium,373
Eritrea,Belgium,2764
Ethiopia,Belgium,175
Palestinian,Belgium,1224
Georgia,Belgium,139
Guinea,Belgium,3446
Cote d'Ivoire,Belgium,208
Iran (Islamic Rep. of),Belgium,1648
Iraq,Belgium,5515
Lebanon,Belgium,105
Sri Lanka,Belgium,304
Mauritania,Belgium,269
North Macedonia,Belgium,128
Morocco,Belgium,142
Niger,Belgium,126
Pakistan,Belgium,300
Russian Federation,Belgium,2560
Rwanda,Belgium,781
El Salvador,Belgium,442
Serbia and Kosovo: S/RES/1244 (1999),Belgium,898
Senegal,Belgium,371
Somalia,Belgium,2316
Sudan,Belgium,259
Syrian Arab Rep.,Belgium,17693
Togo,Belgium,163
Turkey,Belgium,2646
Ukraine,Belgium,254
Venezuela (Bolivarian Republic of),Belgium,399
Stateless,Belgium,304
Central African Rep.,Benin,1050
Cote d'Ivoire,Benin,167
