,Year,Conflict name,Dyad name,Where coordinates,Where description,Latitude,Longitude,Country of origin,Region,Deaths civilians
57507,2006,India: Kashmir,Government of India - Kashmir insurgents,Jammu and Kashmir state,"Mej village, 30 kilometers (20 miles) south of Srinagar",33.91667,76.66667,India,Asia,0
57492,2006,India: Kashmir,Government of India - Kashmir insurgents,Gursahi village,"Gursai, a village 200 kilometers (125 miles) west of Jammu",33.603155,74.25793,India,Asia,0
47186,2006,Rastas - Civilians,Rastas - Civilians,Nyamareghe locality,"Nyamarhege village, Walungu territory",-2.663741,28.544444,Dem. Rep. of the Congo,Africa,4
32569,2006,Algeria: Government,Government of Algeria - AQIM,Annaba town,"Annaba town, Annaba district, Annaba province",36.9075,7.757222,Algeria,Africa,0
104169,2006,Somalia: Government,Government of Somalia - ARS/UIC,Mogadishu city,Mogadishu city,2.066667,45.366667,Somalia,Africa,1
172188,2006,Thailand: Patani,Government of Thailand - Patani insurgents,Ibatu village,Ibatu village,6.107623,101.881354,Thailand,Asia,0
99133,2006,Philippines: Government,Government of Philippines - CPP,Valencia City town,Valencia City town (near),7.9075,125.093889,Philippines,Asia,0
72569,2006,Israel: Southern Lebanon,Government of Israel - Hezbollah,Braachit village,"Baarashit, Lebanon",33.173462,35.45410800000001,Lebanon,Middle East,2
175647,2006,Uganda: Government,Government of Uganda - LRA,Northern Uganda,Northern Uganda,3.5,33.0,Uganda,Africa,4
881,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Mirmandaw village,Mirmandao area,31.8768,64.7386,Afghanistan,Asia,0
65023,2006,Iraq: Government,Government of Iraq - IS,BaghdÄd city,Baghdad city (northern),33.340582,44.400876,Iraq,Middle East,0
885,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Sangin town,Sangin village,32.072639,64.830841,Afghanistan,Asia,0
53325,2006,India: Government,Government of India - CPI-Maoist,Gaya district,"Umaria police station in Gaya district, Bihar",24.696359,84.780288,India,Asia,0
53370,2006,India: Government,Government of India - CPI-Maoist,Chhattisgarh state,"refugee camp, 540 km south of state capital Raipur, Chattisgarh",21.5,82.0,India,Asia,0
174043,2006,Turkey: Kurdistan,Government of Turkey - PKK,Kulp town,"near Kulp, Diyarbakir",38.497542,41.006678,Turkey,Middle East,0
63356,2006,India: Tripura,Government of India - NLFT-B,West Tripura district,Lungfung (under Teliamura police station),23.916667,91.5,India,Asia,0
69311,2006,Israel: Palestine,Government of Israel - Hamas,Jabaliyah refugee camp,"Jabaliya refugee camp, Gaza Strip",31.53639,34.494541,Israel,Middle East,1
40659,2006,Janjaweed  - Civilians,Janjaweed  - Civilians,Borota town,"Borota region (region of Borota, south of Adre,  Chadian villages between the towns of Adre, Ade and Modoyna )",13.0,21.85,Chad,Africa,0
102398,2006,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Grozny,"Khankala, on Groznyy's outskirts",43.31800000000001,45.6982,Russia (Soviet Union),Europe,0
801,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Camp Phoenix,Kabul city (near Camp phoenix),34.547771999999995,69.25855,Afghanistan,Asia,2
55243,2006,India: Manipur,Government of India - PLA,Thoubal town,Thoubal town (Thoubal Bazaar),24.63881,93.99639,India,Asia,0
32584,2006,Algeria: Government,Government of Algeria - AQIM,Gouraya town,"Gouraya town (uphill from), Gouraya district, Tipaza province",36.570556,1.9025,Algeria,Africa,0
1064,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Hirat province,Hirat province,34.5,62.0,Afghanistan,Asia,0
110337,2006,LTTE - Civilians,LTTE - Civilians,Kebitigollewa locality,Kebitigollewa locality (near),8.6393,80.6718,Sri Lanka,Asia,64
34579,2006,Bangladesh: Government,Government of Bangladesh - PBCP,Madhabpur town,Madhabpur town,23.471111,89.06916700000002,Bangladesh,Asia,0
51574,2006,Government of Ethiopia - Civilians,Government of Ethiopia - Civilians,Gondar town,"Gondar town (kebele 04), Gondar zone, Amhara region",12.6,37.466666,Ethiopia,Africa,1
110809,2006,Sudan: Government,Government of Sudan - SLM/A - MM,Northern Darfur state,Jebel Wana between El Fasher and Kafod,16.0,26.0,Sudan,Africa,0
53315,2006,India: Government,Government of India - CPI-Maoist,Bokaro district,"Horli village in the Bokaro district, Jhar.",23.666084,86.383872,India,Asia,0
175650,2006,Uganda: Government,Government of Uganda - LRA,Amuru town,Amuru town,2.81388,31.93868,Uganda,Africa,0
100303,2006,Philippines: Mindanao,Government of Philippines - MILF,Shariff Aguak town,Shariff Aguak town,6.864722,124.441667,Philippines,Asia,0
698,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Maywand district,Maywand distirct (Sabz Kariz area),31.5819,64.99308,Afghanistan,Asia,0
45285,2006,Government of Dem. Rep. of the Congo - Civilians,Government of Dem. Rep. of the Congo - Civilians,Masisi territory,Masisi territory (Kibaki â€“ Masisi territory),-1.4,28.816667,Dem. Rep. of the Congo,Africa,1
57502,2006,India: Kashmir,Government of India - Kashmir insurgents,Jammu and Kashmir state,"Khari is some 200 kilometers (125 miles) north of Jammu, the winter capital of India's Jammu",33.91667,76.66667,India,Asia,0
71272,2006,Fatah - Hamas,Fatah - Hamas,Jericho town,"Jericho, West Bank",31.857142,35.460325,Israel,Middle East,0
43636,2006,FARC - Civilians,FARC - Civilians,Vista Hermosa town,Vista Hermosa town,3.124283,-73.751561,Colombia,Americas,0
88132,2006,CPN-M - Civilians,CPN-M - Civilians,Mahottari district,Mahottari district,26.91667,85.8,Nepal,Asia,1
65108,2006,Iraq: Government,Government of Iraq - IS,KhÄliÅŸ town,Khalis,33.808094,44.533435,Iraq,Middle East,0
772,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Tirin Kot town,Tirin Kot town,32.62675,65.873313,Afghanistan,Asia,0
71042,2006,Government of Israel - Civilians,Government of Israel - Civilians,Tulkarm town,"Tulkarm, West Bank",32.310367,35.028628000000005,Israel,Middle East,0
53336,2006,India: Government,Government of India - CPI-Maoist,R. Udayagiri town,"Udayagiri in the Gajapati district, Orissa",19.151843,84.153625,India,Asia,0
55437,2006,India: Manipur,Government of India - KCP,Manipur state,50 km (30 miles) south of Imphal town,25.0,94.0,India,Asia,0
174018,2006,Turkey: Kurdistan,Government of Turkey - PKK,Tunceli province,astern province of Tunceli,39.083333,39.5,Turkey,Middle East,0
174074,2006,Turkey: Kurdistan,Government of Turkey - PKK,Lice district,district of Lice,38.467832,40.650652,Turkey,Middle East,0
102341,2006,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,stanitsa Storozhevaya,"in the village of Storozhevaya, Karachayevo-Cherkessia, a republic in Russia's restive Caucasus region",43.8751,41.4485,Russia (Soviet Union),Europe,0
72012,2006,Pokot - Turkana,Pokot - Turkana,Turkana district,Turkana district,3.0,35.5,Kenya,Africa,0
65017,2006,Iraq: Government,Government of Iraq - IS,BaghdÄd city,Baghdad city,33.340582,44.400876,Iraq,Middle East,1
109562,2006,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Pullumalai locality,Pullumalai locality (camp),7.5827,81.4446,Sri Lanka,Asia,0
65030,2006,Iraq: Government,Government of Iraq - IS,MiqdÄdÄ«yah town,Muqdadiya town,33.978611,44.936944,Iraq,Middle East,4
63058,2006,NSCN-IM - NSCN-K,NSCN-IM - NSCN-K,Zunheboto town,"a spot near Zunheboto town, Nagaland",25.96667,94.51667,India,Asia,0
172181,2006,Thailand: Patani,Government of Thailand - Patani insurgents,Bannang Sata village,Bannang Sata village,6.266385,101.264606,Thailand,Asia,0
91655,2006,Deebam - Deewell,Deebam - Deewell,Rumuche village,Rumuche village,4.87396,6.859960000000001,Nigeria,Africa,0
69277,2006,Israel: Palestine,Government of Israel - Hamas,Tulkarm town,"Tulkarm, West Bank",32.310367,35.028628000000005,Israel,Middle East,0
53452,2006,India: Government,Government of India - CPI-Maoist,"Jambiya town, Etapalli sub-district","Jambia village in the Gadchiroli district, maharastra",19.611153,80.48505,India,Asia,0
68745,2006,Jamaat Jund al-Sahaba - Civilians,Jamaat Jund al-Sahaba - Civilians,BaghdÄd city,Baghdad city (Sadr City),33.340582,44.400876,Iraq,Middle East,34
104160,2006,Somalia: Government,Government of Somalia - ARS/UIC,Bay region,Bay region (on the road to Baidoa),3.0,43.5,Somalia,Africa,0
53368,2006,India: Government,Government of India - CPI-Maoist,Sikandra village,"Lenin Nagar under Sikandara police station of Jamui district, Bihar",24.943593,86.038993,India,Asia,0
100592,2006,Philippines: Mindanao,Government of Philippines - ASG,Caliran village,Caliran village town,7.429722,122.899722,Philippines,Asia,0
59562,2006,India: Assam,Government of India - ULFA,Dhemaji district,Khanakrishnapur village (under Gogamukh police station),27.483333,94.583333,India,Asia,0
57518,2006,India: Kashmir,Government of India - Kashmir insurgents,Doda district,southern Doda district,33.10081,75.6497,India,Asia,0
688,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Dara-i-Pech district (Manogai),Dara-e Pech district,34.95455,70.914272,Afghanistan,Asia,0
69017,2006,Israel: Palestine,Government of Israel - Fatah,Jabaliyah refugee camp,"Al-Jala Street, Jabaliya refugee camp, Gaza",31.53639,34.494541,Israel,Middle East,3
111093,2006,Government of Sudan - Civilians,Government of Sudan - Civilians,Sirba town,Sirba town (near),13.8,22.533333,Sudan,Africa,11
110810,2006,Sudan: Government,Government of Sudan - SLM/A - MM,Northern Darfur state,Jebel Wana area,16.0,26.0,Sudan,Africa,0
45282,2006,Government of Dem. Rep. of the Congo - Civilians,Government of Dem. Rep. of the Congo - Civilians,Tanda village,Kalere village  (30 km of Rutshuru),-1.3,29.5,Dem. Rep. of the Congo,Africa,1
175638,2006,Uganda: Government,Government of Uganda - LRA,Anaka town,Anaka town  (near),2.60114,31.94749,Uganda,Africa,0
1081,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Maktab bazar,Maktab bazaar,33.531665999999994,69.899722,Afghanistan,Asia,0
43157,2006,Colombia: Government,Government of Colombia - ELN,Southwestern Colombia,Southwestern Colombia,0.5,-76.0,Colombia,Americas,0
110460,2006,LTTE - LTTE - K,LTTE - LTTE - K,Batticaloa town,"Paththiruppu, about 16 km from Batticaloa",7.7102,81.6924,Sri Lanka,Asia,0
790,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Musa Qala town,Musa Qala town,32.350174,64.772322,Afghanistan,Asia,0
32570,2006,Algeria: Government,Government of Algeria - AQIM,Bejaia town,"Bejaia town, Bejaia district, Bejaia province",36.75587,5.084332,Algeria,Africa,0
57497,2006,India: Kashmir,Government of India - Kashmir insurgents,Jammu and Kashmir state,"Sangarpati, a village 125 kilometers (75 miles) north of Srinagar",33.91667,76.66667,India,Asia,0
102317,2006,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Nazran,"central Nazran, the Barsukinskiy municipal district",43.2275,44.7646,Russia (Soviet Union),Europe,0
62636,2006,ULFA - Civilians,ULFA - Civilians,Duliajan town,"Duliajan, 520 kilometers (322 miles) east of the northeastern state's main city of Guwahati",27.358247,95.325767,India,Asia,3
39011,2006,Central African Republic: Government,Government of Central African Republic - Seleka,Northeastern Central African Republic,Norteast CAR,7.0,23.0,Central African Republic,Africa,0
28860,2006,Taleban - Civilians,Taleban - Civilians,Kowt-e Ashrow village,Kota-ye Ashro area (near Maydan Shahr town),34.4472,68.794,Afghanistan,Asia,4
65065,2006,Iraq: Government,Government of Iraq - IS,KirkÅ«k town,Kirkuk town,35.468056,44.392222,Iraq,Middle East,10
64831,2006,Iraq: Government,Government of Iraq - Ansar al-Islam,BaghdÄd city,Baghdad city (western),33.340582,44.400876,Iraq,Middle East,6
174020,2006,Turkey: Kurdistan,Government of Turkey - PKK,Mardin town,"southeastern city of Mardin,",37.316667,40.73777800000001,Turkey,Middle East,0
59559,2006,India: Assam,Government of India - ULFA,Margherita town,Margherita town,27.281707,95.775241,India,Asia,0
69299,2006,Israel: Palestine,Government of Israel - Hamas,Rafah town,"Al-Junaynah neigbourhood, east of Rafah, Gaza Strip",31.296999,34.243439,Israel,Middle East,0
40687,2006,Janjaweed  - Civilians,Janjaweed  - Civilians,Chad-Sudan Border,Eastern Chad (dozens of villages in neighboring Chad),13.755289,22.102619,Chad,Africa,23
34687,2006,Bangladesh: Government,Government of Bangladesh - PBCP-J,Borai town,Borai town,23.568074,88.98964699999998,Bangladesh,Asia,0
102362,2006,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,poselok Ali-Yurt,in a forest near the village of Ali-Yurt in Ingushetia's Nazranovskiy District,43.1453,44.8538,Russia (Soviet Union),Europe,0
973,2006,Afghanistan: Government,Government of Afghanistan - Taleban,Pashmul village,Pashmul village,31.557203,65.43429499999999,Afghanistan,Asia,0
76629,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Saltillo town,"in Saltillo, Coahuila state",25.419418,-101.001278,Mexico,Americas,0
1553,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Regay village,"Regai village (near, near Musa Qala town)",32.1792,64.8073,Afghanistan,Asia,0
64512,2007,Iran: Government,Government of Iran - PJAK,Serow village,"north-west Iran, 17 kilometres (10 miles) from the Turkish border

/Seru, a suburb of the mainly Kurdish city of Orumiyeh",37.7275,44.6427,Iran,Middle East,0
173058,2007,Patani insurgents - Civilians,Patani insurgents - Civilians,Rueso district,Rueso district,6.3745,101.51491,Thailand,Asia,1
173107,2007,Patani insurgents - Civilians,Patani insurgents - Civilians,Bannang Sata district,Bannang Sata district,6.256427,101.278521,Thailand,Asia,3
69050,2007,Israel: Palestine,Government of Israel - Fatah,Qalqilya town,"Qalqilya, West Bank",32.189664,34.970631,Israel,Middle East,0
76707,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,"Between the town of Cancun, Quintana Roo and Villahermosa, Tabasco","bus station in Villahermosa, Tabasco state
bus coming from Cancun, Quintana Roo state",18.2836,-91.2826,Mexico,Americas,0
78745,2007,Sinaloa Cartel - Tijuana Cartel,Sinaloa Cartel - Tijuana Cartel,Tecate town,"in Tecate, Baja California",32.567170000000004,-116.62509,Mexico,Americas,0
62674,2007,ULFA - Civilians,ULFA - Civilians,Kulhati village,Kulhati in the Kamrup district,26.254323,91.593879,India,Asia,1
65148,2007,Iraq: Government,Government of Iraq - IS,BaghdÄd city,Baghdad city (eastern),33.340582,44.400876,Iraq,Middle East,0
57559,2007,India: Kashmir,Government of India - Kashmir insurgents,Sangam village,"near Sangam, part of a 300-kilometre (186-mile) highway connecting Srinagar with the winter capital, Jammu",33.824882,75.064323,India,Asia,0
76568,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Apodaca town,"in Apodaca, Nuevo Leon state",25.75976,-100.16287,Mexico,Americas,0
71687,2007,Government of Kenya - Civilians,Government of Kenya - Civilians,Mbotela town,Mbotela town,-1.3,36.86666,Kenya,Africa,0
60287,2007,CPI-Maoist - Civilians,CPI-Maoist - Civilians,Velairpadu village,"Velerpadu mandal of Khammam district, AP",17.519932,81.254633,India,Asia,1
76481,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Centro municipality,Tabasco Centro,17.98633,-92.88674,Mexico,Americas,0
1177,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Lash Wa Juwayn district,Lash Wa Juwayn district,31.724611,61.320915,Afghanistan,Asia,0
32701,2007,Algeria: Government,Government of Algeria - AQIM,Tigzirt town,"Tigzirt town, Tigzirt district, Tizi Ouzou province",36.893889,4.1233330000000015,Algeria,Africa,0
111745,2007,SLM/A - MM - Civilians,SLM/A - MM - Civilians,Northern Darfur state,Northern Darfur,16.0,26.0,Sudan,Africa,3
65156,2007,Iraq: Government,Government of Iraq - IS,NÄ«nawÃ¡ province,Ninewa province,36.166667,42.583333,Iraq,Middle East,0
1174,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Kharsin village,Khartin area (east of Khost town),33.2792,70.0585,Afghanistan,Asia,0
32675,2007,Algeria: Government,Government of Algeria - AQIM,Figuier town,"Figuier town, Boumerdes province",36.774389,3.514253,Algeria,Africa,0
76711,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Singuilucan municipality,Hidalgo Singuilucan,19.98964,-98.51923,Mexico,Americas,0
69055,2007,Israel: Palestine,Government of Israel - Fatah,Balata refugee camp,"Balata refugee camp, West Bank",32.206406,35.286583,Israel,Middle East,0
62330,2007,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Srinagar town,Shopian area of Srinagar,34.080399,74.82338299999998,India,Asia,1
76582,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Puerto Vallarta municipality,Jalisco Puerto Vallarta,20.69119,-105.19443,Mexico,Americas,0
172226,2007,Thailand: Patani,Government of Thailand - Patani insurgents,Panare district,Panare district,6.812111,101.512472,Thailand,Asia,0
53490,2007,India: Government,Government of India - CPI-Maoist,Dantewada district,"near a forested region of Dantewada district, Chaa.",18.49996,81.37964000000002,India,Asia,0
32647,2007,Algeria: Government,Government of Algeria - AQIM,Skikda province,"Skikda province (the heights in the Tamalous and Ain Kechra regions, in the Collo massif)",36.75,6.8333330000000005,Algeria,Africa,0
76561,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Atoyac de Ãlvarez town,near the town of Atoyac de Alvarez,17.206670000000006,-100.43306,Mexico,Americas,0
75148,2007,Juarez Cartel - Sinaloa Cartel,Juarez Cartel - Sinaloa Cartel,Chihuahua state,Chihuahua,28.5,-106.0,Mexico,Americas,0
57589,2007,India: Kashmir,Government of India - Kashmir insurgents,Ratni Pora village,Ratnipora in the Pulwama district,33.928045000000004,74.964149,India,Asia,0
86011,2007,DKBA - KNU,DKBA - KNU,Hpa-an district,Hpa-an District,17.7,97.7,Myanmar (Burma),Asia,0
62663,2007,ULFA - Civilians,ULFA - Civilians,Guwahati town,Guwahati,26.176076,91.762932,India,Asia,1
52624,2007,Government of Guinea - Civilians,Government of Guinea - Civilians,Conakry city,"Conakry city (Dar-es-Salaam suburb of), Conakry prefecture, Conakry region",9.509167,-13.712222,Guinea,Africa,1
76549,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Mazamitla municipality,Jalisco Mazamitla,19.88653,-103.05118,Mexico,Americas,0
88185,2007,Government of Niger - Civilians,Government of Niger - Civilians,Arlit department,Arlit department (Iferouane-Gougaram road),18.5,7.5,Niger,Africa,0
1578,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Spin Boldak town,Spin Boldak town,31.00568,66.4002,Afghanistan,Asia,7
174131,2007,Turkey: Kurdistan,Government of Turkey - PKK,GenÃ§ town,Genc in Bingol province,38.803262,41.027233,Turkey,Middle East,0
76649,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Choix municipality,Sinaloa Choix,26.63568,-108.22314,Mexico,Americas,0
94091,2007,Pakistan: Balochistan,Government of Pakistan - BLA,Kohlu district,Sawzein Wadh,29.644141,68.80721,Pakistan,Asia,0
174115,2007,Turkey: Kurdistan,Government of Turkey - PKK,Southeastern Turkey,Siirt-Sirvan road in southeastern Turkey,37.890868,42.526891,Turkey,Middle East,0
88168,2007,Niger: Government,Government of Niger - MNJ,Iferouane town,Iferouane town (near),19.0625,8.42,Niger,Africa,2
32645,2007,Algeria: Government,Government of Algeria - AQIM,Jijel commune,"Jijel district, Jijel province",36.8,5.766667,Algeria,Africa,0
60330,2007,CPI-Maoist - Civilians,CPI-Maoist - Civilians,Shyamnagar village,"Shyamnagar forest area under Belpahari police station of West Midnapore district, West Bengal",22.697494,86.78220300000002,India,Asia,1
174097,2007,Turkey: Kurdistan,Government of Turkey - PKK,ÅžÄ±rnak province,in Sirnak,37.449444,42.574444,Turkey,Middle East,0
76725,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Tapachula town,"in Tapachula, Chiapas state",14.90696,-92.26185,Mexico,Americas,0
94426,2007,Pakistan: Government,Government of Pakistan - TTP,Swat district,Swat and Shangla districts,35.241602,72.499333,Pakistan,Asia,6
109596,2007,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Ampara town,Ampara town,7.283333,81.666667,Sri Lanka,Asia,0
1455,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Kala Gosh Dag locality,Kala Gush area,34.96217,70.379547,Afghanistan,Asia,0
62657,2007,ULFA - Civilians,ULFA - Civilians,Assam state,not given,26.0,93.0,India,Asia,1
53569,2007,India: Government,Government of India - CPI-Maoist,Bastar district,Bastar region of Chhattisgarh state,19.26794,81.73828,India,Asia,0
33846,2007,Angola: Cabinda,Government of Angola - FLEC-FAC,Necuto town,Necuto  town area,-4.95,12.616667,Angola,Africa,0
109733,2007,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Parapakandal locality,Parappankandal Sirukulam locality,8.883333,80.016667,Sri Lanka,Asia,0
111782,2007,LRA - Civilians,LRA - Civilians,Southern Sudan,Southern Sudan,5.0,33.0,Sudan,Africa,1
57653,2007,India: Kashmir,Government of India - Kashmir insurgents,Uri town,"Uri area, about 100 km (60 miles) west of Srinagar",34.049509,74.074802,India,Asia,0
76591,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Tezontepec de Aldama municipality,Hidalgo Tezontepec de Aldama,20.17253,-99.28099,Mexico,Americas,0
42392,2007,Colombia: Government,Government of Colombia - FARC,Puerto Rico town,Puerto Rico town,1.905743,-75.154059,Colombia,Americas,0
1562,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Sarsina village,Sarchina area,33.024902000000004,65.52419300000001,Afghanistan,Asia,0
76740,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Lerdo town,"in Ciudad Lerdo, Durango state",25.535383,-103.525242,Mexico,Americas,0
1572,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Bakwa village,Bakwa district centre,32.2393,62.9457,Afghanistan,Asia,0
99172,2007,Philippines: Government,Government of Philippines - CPP,Mountain province,Mountain Province,17.083333,121.166667,Philippines,Asia,0
1294,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Fairozi village,"Ferozi village, Sangin district",32.1348,64.9185,Afghanistan,Asia,0
44929,2007,Dem. Rep. of the Congo: Government,Government of Dem. Rep. of the Congo - CNDP,Mweso location,two localities between Mweso and Kitchanga,-1.116667,29.033333,Dem. Rep. of the Congo,Africa,0
100615,2007,Philippines: Mindanao,Government of Philippines - ASG,Maluso municipality,Maluso municipality,6.538128,121.89493,Philippines,Asia,0
76553,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,San Dimas municipality,Durango San Dimas,24.2,-105.75,Mexico,Americas,0
174149,2007,Turkey: Kurdistan,Government of Turkey - PKK,Siirt province,province of Siirt,37.93,42.27027800000001,Turkey,Middle East,0
71290,2007,Fatah - Hamas,Fatah - Hamas,Gaza town,Near the Islamic University in western Gaza,31.516667,34.45,Israel,Middle East,0
102510,2007,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Khasavyurt,"Khasavyurt, Dagestan",43.2505,46.5851,Russia (Soviet Union),Europe,1
111981,2007,Janjaweed  - Civilians,Janjaweed  - Civilians,Sirba town,Sirba town,13.8,22.533333,Sudan,Africa,6
1131,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Talukan village,Talukan village,31.4428,65.3147,Afghanistan,Asia,0
57689,2007,India: Kashmir,Government of India - Kashmir insurgents,Shopian district,Shopian in the Pulwama district,33.706088,74.844238,India,Asia,0
174076,2007,Turkey: Kurdistan,Government of Turkey - PKK,DiyarbakÄ±r town,"in a rural area near Diyarbakir, the largest city of the mainly Kurdish southeast",37.915833,40.218889,Turkey,Middle East,0
37550,2007,Palipehutu-FNL - Palipehutu-FNL - LP,Palipehutu-FNL - Palipehutu-FNL - LP,Rugazi town,Rugazi town,-3.2189,29.4512,Burundi,Africa,0
102434,2007,Russia (Soviet Union): Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Makhachkala,on the outskirts of Makhachkala (Dagestani capital),42.9849,47.5046,Russia (Soviet Union),Europe,0
1373,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Logar province,Logar province,34.0,69.25,Afghanistan,Asia,0
1114,2007,Afghanistan: Government,Government of Afghanistan - Taleban,Tirin Kot-Kandahar road (Tirin Kot district),Uruzgan province (Road from Kandahar to Tirin Kot town),32.532455,65.916956,Afghanistan,Asia,0
85458,2007,Government of Myanmar (Burma) - Civilians,Government of Myanmar (Burma) - Civilians,Bago division,"Bago Division (Kyauk Kyi Township, in Keh Der Village Tract)",18.25,96.25,Myanmar (Burma),Asia,1
112103,2007,Rizeigat Abbala - Terjam,Rizeigat Abbala - Terjam,Moraia Jenge village,Moraia Jenge village,12.3,24.666667,Sudan,Africa,0
65155,2007,Iraq: Government,Government of Iraq - IS,Haditha town,"Haditha town, Anbar province",34.134772,42.377236,Iraq,Middle East,0
76640,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Monterrey town,"along a highway near Monterrey, Nuevo Leon state",25.675065,-100.318465,Mexico,Americas,0
69333,2007,Israel: Palestine,Government of Israel - Hamas,Jabaliyah refugee camp,"Jabaliya refugee camp, Gaza Strip",31.53639,34.494541,Israel,Middle East,0
173129,2007,Patani insurgents - Civilians,Patani insurgents - Civilians,Lamai village,Lamai village,6.213722,101.712667,Thailand,Asia,1
39344,2007,Janjaweed  - Civilians,Janjaweed  - Civilians,Mossabio village,"Massabiou village (, a village close to the Chadian border)",9.933108,21.482212,Central African Republic,Africa,36
76399,2007,Gulf Cartel - Sinaloa Cartel,Gulf Cartel - Sinaloa Cartel,Monterrey town,Nuevo LeÃ³n Monterrey,25.675065,-100.318465,Mexico,Americas,0
109655,2007,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Waters off Point Pedro town,Water (off Point Pedro),9.851157,80.249483,Sri Lanka,Asia,0
100317,2008,Philippines: Mindanao,Government of Philippines - MILF,Mindanao island,Mindanao,8.0,125.0,Philippines,Asia,0
94113,2008,Pakistan: Balochistan,Government of Pakistan - BLA,Dera Bugti district,"Dera Bugti, Baluchistan",28.942498,69.06883,Pakistan,Asia,0
174274,2008,Turkey: Kurdistan,Government of Turkey - PKK,Lice town,"near the town of Lice, in Diyarbakir province",38.459167,40.6475,Turkey,Middle East,0
111119,2008,Government of Sudan - Civilians,Government of Sudan - Civilians,Sirba town,Sirba town,13.8,22.533333,Sudan,Africa,0
181083,2008,Government of Zimbabwe (Rhodesia) - Civilians,Government of Zimbabwe (Rhodesia) - Civilians,Gokwe town,Gokwe town,-18.204759,28.934896,Zimbabwe (Rhodesia),Africa,1
97409,2008,United States of America: Government,Government of United States of America - al-Qaida,Gorwaik village,"Guvrek area, North Waziristan (Gurwak)",32.84626,69.49750999999999,Pakistan,Asia,5
24,2008,Afghanistan: Government,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,Tagab district (Kapisa),Tagab district (Korki area),34.797169,69.67923,Afghanistan,Asia,0
32803,2008,Algeria: Government,Government of Algeria - AQIM,Bouira province,Bouira province,36.25,3.916667,Algeria,Africa,0
55540,2008,India: Manipur,Government of India - PREPAK,Bishnupur district,Ethai Barrage,24.966667,93.55,India,Asia,0
98729,2008,Peru:Government,Government of Peru - Sendero Luminoso,HuamalÃ­es province,"in the Upper Huallaga region, in the Huamalies district, located 415 kilometers (257 miles) northeast of Lima.",-9.25,-76.5,Peru,Americas,0
