,year,country_origin,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions,disaster_deaths,disaster_affected,conflict_deaths
466,2010,Dem. Rep. of the Congo,13968,733,9226,1286,25213,54,3937,512
467,2010,Egypt,640,34,1654,685,3013,43,3540,0
468,2010,Ethiopia,10116,225,7953,4067,22361,19,25000,0
469,2010,Georgia,207,644,6157,2695,9703,0,0,0
470,2010,Ghana,61,31,2830,507,3429,63,17174,0
471,2010,Guinea,1319,461,4130,1375,7285,8,48026,1
472,2010,Honduras,223,0,663,727,1613,140,29685,0
473,2010,India,511,29,5525,1982,8047,684,4236988,602
474,2010,Iran,0,0,0,0,0,0,0,26
475,2010,Iraq,11075,4310,12981,4805,33171,0,0,480
476,2010,Israel,81,0,451,176,708,44,20022,13
477,2010,Ivory Coast,0,0,0,0,0,0,0,33
478,2010,Kenya,400,66,1324,1554,3344,194,211164,0
479,2010,Kyrgyzstan,107,35,750,330,1222,0,0,5
480,2010,Mali,173,769,621,352,1915,0,0,2
481,2010,Mauritania,410,76,2011,237,2734,0,0,0
482,2010,Mexico,821,0,4010,6216,11047,111,1600307,81
483,2010,Mozambique,0,5,1165,0,1170,5,17000,7
484,2010,Myanmar (Burma),0,0,0,0,0,0,0,30
485,2010,Nigeria,875,316,12732,3986,17909,40,1500200,94
486,2010,Pakistan,1330,308,11514,1958,15110,2118,20397901,972
487,2010,Peru,118,10,725,1462,2315,497,138654,3
488,2010,Philippines,38,5,647,291,981,0,0,58
489,2010,Russia (Soviet Union),0,0,0,0,0,0,0,49
490,2010,Senegal,149,94,706,375,1324,2,22125,3
491,2010,Somalia,16300,11018,7390,4619,39327,20011,4000200,400
492,2010,South Africa,10,19,414,58,501,40,6000,1
493,2010,Sudan,2161,175,2792,1648,6776,0,0,291
494,2010,Tajikistan,37,15,230,103,385,75,8622,0
495,2010,Thailand,18,0,202,124,344,258,8970653,106
496,2010,Turkey,1955,297,7783,2927,12962,64,3806,7
497,2010,Uganda,348,71,1852,180,2451,388,12795,74
498,2010,United Arab Emirates,10,0,5,0,15,0,0,0
499,2010,United States of America,11,0,884,171,1066,0,0,0
500,2010,Venezuela,0,0,0,0,0,0,0,22
501,2010,Yemen (North Yemen),0,0,0,0,0,0,0,3
502,2011,Afghanistan,9378,9209,18761,12058,49406,83,12815,1003
503,2011,Algeria,206,80,4171,1466,5923,10,793,17
504,2011,Angola,159,152,1238,95,1644,113,65084,0
505,2011,Azerbaijan,389,134,2176,318,3017,0,0,3
506,2011,Bahrain,135,0,54,14,203,0,0,11
507,2011,Bangladesh,623,114,11893,748,13378,85,1672680,0
508,2011,Brazil,68,10,256,317,651,978,1215600,1
509,2011,Burundi,2196,42,1274,219,3731,12,50,1
510,2011,Cambodia (Kampuchea),0,0,0,0,0,0,0,2
511,2011,Central African Republic,0,0,0,0,0,1,1831,90
512,2011,Colombia,4668,116,11121,1945,17850,313,1487698,27
513,2011,Congo,486,132,2088,2066,4772,0,0,0
514,2011,Dem. Rep. of the Congo,11624,564,9948,5260,27391,0,0,191
515,2011,Egypt,1476,83,2004,757,4322,0,0,0
516,2011,Ethiopia,8971,337,11921,19781,41011,0,0,1
517,2011,Georgia,515,89,4923,3604,9131,7,1750,0
518,2011,Guatemala,669,10,1301,3386,5366,57,535228,27
519,2011,Guinea,1686,429,5278,1263,8656,0,0,0
520,2011,Honduras,342,5,834,869,2050,33,69798,0
521,2011,India,525,49,5086,2394,8054,759,12829319,231
522,2011,Indonesia,233,5,650,627,1515,85,9276,2
523,2011,Iran,0,0,0,0,0,0,0,2
524,2011,Iraq,12214,3799,10004,5199,31216,6,2001,400
525,2011,Israel,51,5,428,169,653,0,0,21
526,2011,Ivory Coast,0,0,0,0,0,0,0,975
527,2011,Kenya,375,46,908,377,1706,33,95692,9
528,2011,Lebanon,238,41,1264,366,1909,0,0,3
529,2011,Libya,364,309,1651,968,3292,0,0,227
530,2011,Mali,167,484,1843,392,2886,1,15415,4
531,2011,Mauritania,406,45,2576,240,3267,0,0,1
532,2011,Mexico,1385,0,5486,7754,14625,115,900602,197
533,2011,Myanmar (Burma),0,0,0,0,0,0,0,113
534,2011,Nigeria,1192,483,11492,3362,16527,175,30927,187
535,2011,Pakistan,2644,487,14338,2827,20295,511,5401755,392
536,2011,Peru,76,10,756,238,1080,93,839066,3
537,2011,Philippines,28,10,677,328,1043,0,0,50
538,2011,Russia (Soviet Union),0,0,0,0,0,0,0,50
539,2011,Rwanda,858,45,2213,303,3419,14,3608,0
540,2011,Senegal,260,100,1255,606,2221,0,0,12
541,2011,Somalia,13760,7431,4852,4182,30225,0,0,345
542,2011,South Sudan,0,0,0,0,0,0,0,34
543,2011,Spain,0,0,27,56,83,11,17700,1
544,2011,Sri Lanka,3335,408,10842,1418,15993,87,1320365,2
545,2011,Sudan,8211,338,2924,1625,13098,0,0,627
546,2011,Syria,0,0,0,0,0,0,0,2741
547,2011,Tajikistan,66,10,205,170,451,0,0,0
548,2011,Thailand,10,0,222,52,284,896,11216126,119
549,2011,Tunisia,67,38,4342,2573,7020,0,0,0
550,2011,Turkey,1182,243,7261,1194,9875,655,43167,53
551,2011,United Kingdom,0,0,0,0,0,0,0,0
552,2011,Venezuela,0,0,0,0,0,0,0,10
553,2011,Yemen (North Yemen),0,0,0,0,0,0,0,147
554,2011,Zimbabwe (Rhodesia),0,0,0,0,0,0,0,1
555,2012,Afghanistan,12865,6980,17169,8484,45817,313,38120,902
556,2012,Algeria,178,50,5553,2025,7926,69,101,23
557,2012,Armenia,402,286,6693,928,8376,0,0,0
558,2012,Azerbaijan,278,57,1899,284,2530,0,0,0
559,2012,Bangladesh,771,160,16523,1331,18799,344,5408154,0
560,2012,Brazil,67,0,216,407,690,3,89000,6
561,2012,Burundi,2386,17,2061,1239,5703,0,0,0
562,2012,Cambodia (Kampuchea),0,0,0,0,0,0,0,1
563,2012,Central African Republic,0,0,0,0,0,0,0,73
564,2012,Colombia,4016,30,26332,9454,39911,77,81518,22
565,2012,Congo,533,107,2304,283,3232,0,0,0
566,2012,Dem. Rep. of the Congo,29553,272,14257,11458,55698,1,4535,583
567,2012,Egypt,2554,114,2903,971,6565,0,0,0
568,2012,Ethiopia,7680,180,11531,7772,27293,0,0,88
569,2012,France,0,0,23,51,74,0,0,4
570,2012,Guinea,1216,469,6334,1610,9691,0,0,9
571,2012,Honduras,390,50,785,1243,2468,0,0,0
572,2012,India,367,20,6969,1984,9345,319,4318360,273
573,2012,Indonesia,242,0,681,653,1576,95,50925,1
574,2012,Iran,0,0,0,0,0,0,0,0
575,2012,Iraq,13792,2503,8181,5257,29968,0,0,754
576,2012,Israel,34,0,273,170,477,0,0,52
577,2012,Ivory Coast,0,0,0,0,0,0,0,19
578,2012,Kenya,627,40,976,357,2000,73,280670,34
579,2012,Lebanon,209,30,1263,359,1861,0,0,1
580,2012,Libya,338,113,1355,724,2547,0,0,0
581,2012,Madagascar (Malagasy),0,0,0,0,0,0,0,15
582,2012,Mali,381,2297,1455,447,4585,0,0,24
583,2012,Mauritania,333,58,2790,301,3487,0,0,1
584,2012,Mexico,1144,5,3641,10863,15653,9,136011,28
585,2012,Mozambique,0,5,1327,0,1332,33,110000,0
586,2012,Myanmar (Burma),0,0,0,0,0,0,0,114
587,2012,Niger,42,50,614,257,975,0,0,0
588,2012,Nigeria,1020,817,17063,4326,23492,378,7015867,862
589,2012,Pakistan,3675,786,21101,4668,30314,506,5050564,400
590,2012,Papua New Guinea,49,0,16,0,65,5,200000,0
591,2012,Philippines,41,0,508,418,967,0,0,30
592,2012,Russia (Soviet Union),0,0,0,0,0,0,0,6
593,2012,Rwanda,881,5,1465,1255,3616,5,11160,2
594,2012,Senegal,211,146,1996,936,3311,19,57000,4
595,2012,Somalia,12986,5727,4952,6499,30299,31,32200,265
596,2012,South Sudan,298,5,14,472,789,47,157000,90
597,2012,Sudan,7066,372,2884,6879,17221,0,0,252
598,2012,Syria,0,0,0,0,0,0,0,21053
599,2012,Thailand,25,11,149,48,233,0,0,122
600,2012,Tunisia,42,97,1977,3010,5240,0,0,0
601,2012,Turkey,1221,207,6115,1018,8883,0,0,21
602,2012,Venezuela,0,0,0,0,0,0,0,9
603,2012,Yemen (North Yemen),0,0,0,0,0,0,0,46
604,2012,Zimbabwe (Rhodesia),0,0,0,0,0,0,0,1
605,2013,Afghanistan,13217,9192,15721,9834,47964,124,21628,922
606,2013,Algeria,224,99,5161,3861,9345,0,0,27
607,2013,Angola,716,108,1548,175,2547,9,1000,0
608,2013,Armenia,402,447,7142,1034,9025,0,0,0
609,2013,Azerbaijan,395,119,2024,358,2896,0,0,0
610,2013,Bangladesh,920,415,16356,2709,20400,50,1532207,11
611,2013,Brazil,44,20,114,245,423,121,261274,0
612,2013,Burundi,581,51,2080,1615,4327,0,0,9
613,2013,Cameroon,641,142,3258,940,4981,0,0,1
614,2013,Central African Republic,0,0,0,0,0,0,0,2541
615,2013,Colombia,2199,56,12531,3277,18063,7,51781,4
616,2013,Dem. Rep. of the Congo,34857,417,17326,9854,62454,0,0,598
617,2013,Egypt,3272,370,3048,1209,7899,0,0,8
618,2013,Ethiopia,7863,390,10450,7582,26285,0,0,11
619,2013,Guinea,1489,377,6452,1415,9733,0,0,0
620,2013,India,599,50,6377,1845,8871,6431,14708827,198
621,2013,Indonesia,210,0,322,610,1142,160,588327,4
622,2013,Iran,0,0,0,0,0,0,0,0
623,2013,Iraq,17384,2729,7414,6096,33623,0,0,1379
624,2013,Israel,17,16,167,134,334,4,2003000,1
625,2013,Ivory Coast,0,0,0,0,0,0,0,0
626,2013,Kenya,210,30,960,259,1459,114,110800,77
627,2013,Lebanon,232,162,1534,380,2308,0,0,52
628,2013,Libya,570,150,1046,604,2370,16,2000,0
629,2013,Malaysia,32,0,234,44,310,4,75000,2
630,2013,Mali,611,1496,2041,1135,5283,37,34700,57
631,2013,Mexico,623,10,2401,9663,12697,210,172000,39
632,2013,Mozambique,0,0,3193,5,3198,119,240000,6
633,2013,Myanmar (Burma),0,0,0,0,0,0,0,35
634,2013,Niger,28,78,435,200,741,0,0,1
635,2013,Nigeria,787,1533,16146,4616,23082,19,81506,857
636,2013,Pakistan,4814,1181,24231,8162,38388,730,1698756,838
637,2013,Peru,50,13,280,240,583,69,273822,0
638,2013,Philippines,20,0,340,294,654,0,0,39
639,2013,Russia (Soviet Union),0,0,0,0,0,0,0,48
640,2013,Rwanda,662,26,1398,3614,5700,0,0,1
641,2013,Senegal,329,276,2845,1610,5060,8,163306,3
642,2013,Somalia,14413,6943,7018,7092,35466,169,192380,238
643,2013,South Sudan,1853,0,201,179,2233,99,581000,904
644,2013,Sri Lanka,3250,568,9534,2246,15598,117,81300,5
645,2013,Sudan,4577,320,2881,2684,10462,0,0,90
646,2013,Syria,0,0,0,0,0,0,0,20017
647,2013,Tajikistan,76,32,169,149,426,0,0,0
648,2013,Thailand,5,0,125,54,184,84,3515254,61
649,2013,Tunisia,81,107,2276,2841,5305,0,0,0
650,2013,Turkey,1168,529,6545,1281,9523,0,0,3
651,2013,Venezuela,0,0,0,0,0,0,0,6
652,2013,Yemen (North Yemen),0,0,0,0,0,0,0,34
653,2014,Afghanistan,11941,8620,16159,27674,64394,512,150135,870
654,2014,Algeria,214,103,4192,2938,7447,6,420,1
655,2014,Angola,135,126,1167,284,1712,0,0,0
656,2014,Azerbaijan,367,84,2138,494,3083,0,0,0
657,2014,Bangladesh,1282,458,19254,4749,25743,79,2805709,0
658,2014,Brazil,38,24,177,239,478,41,550652,0
659,2014,Burundi,1304,5,1805,6537,9651,96,12682,0
660,2014,Cameroon,825,113,2871,1708,5517,0,0,89
661,2014,Central African Republic,0,0,0,0,0,0,0,2152
662,2014,Chad,172,37,1433,852,2494,0,0,6
663,2014,Colombia,1677,72,4047,1135,6931,88,59169,17
664,2014,Dem. Rep. of the Congo,27048,342,21270,18128,66788,154,4750,566
665,2014,Djibouti,252,0,202,100,554,0,0,1
666,2014,Egypt,2697,630,3923,1523,8773,0,0,2
667,2014,Ethiopia,7314,441,9937,14993,32685,0,0,9
668,2014,Honduras,648,119,1414,1508,3689,4,3000,0
669,2014,India,716,116,6537,1712,9081,839,6154264,275
670,2014,Indonesia,201,19,384,332,936,237,281939,0
671,2014,Iran,0,0,0,0,0,0,0,0
672,2014,Iraq,27234,2737,5311,11054,46336,0,0,3257
673,2014,Israel,5,0,146,94,245,0,0,1044
674,2014,Kenya,243,66,977,489,1775,0,0,140
675,2014,Lebanon,643,110,1743,748,3244,0,0,60
676,2014,Libya,760,385,1140,957,3242,0,0,128
677,2014,Mali,645,2035,5508,1947,10135,6,7,3
678,2014,Mexico,795,130,3784,8465,13174,22,171135,39
679,2014,Mozambique,0,0,2311,79,2390,65,81404,3
680,2014,Myanmar (Burma),0,0,0,0,0,0,0,46
681,2014,Niger,77,41,374,308,800,0,0,0
682,2014,Nigeria,1247,2453,20706,4794,29200,15,10000,5256
683,2014,Pakistan,5175,2534,21874,11548,41131,271,2530755,445
684,2014,Peru,59,20,256,221,556,533,193739,5
685,2014,Philippines,20,5,480,251,756,0,0,33
686,2014,Russia (Soviet Union),0,0,0,0,0,0,0,3
687,2014,Somalia,10622,4539,6385,13484,35030,0,0,172
688,2014,South Sudan,2556,33,82,27338,30009,0,0,896
689,2014,Sudan,6150,435,4805,10677,22067,0,0,269
690,2014,Syria,0,0,0,0,0,0,0,16724
691,2014,Tajikistan,68,17,242,233,560,20,7438,2
692,2014,Thailand,20,0,89,90,199,93,1136811,37
693,2014,Tunisia,107,111,2215,1281,3714,0,0,1
694,2014,Turkey,1327,523,5816,1535,9201,0,0,0
695,2014,Uganda,794,41,2161,1252,4248,0,0,7
696,2014,Ukraine,747,248940,7076,18782,275545,0,0,614
697,2014,Venezuela,0,0,0,0,0,0,0,42
698,2014,Yemen (North Yemen),0,0,0,0,0,0,0,76
699,2015,Afghanistan,14183,9208,16952,67142,107485,446,129442,896
700,2015,Algeria,217,77,4714,3020,8028,0,0,0
701,2015,Angola,166,106,939,203,1414,458,7599,0
702,2015,Armenia,242,285,3765,1524,5816,0,0,12
703,2015,Azerbaijan,384,132,1783,576,2875,0,0,0
704,2015,Bangladesh,1308,1278,18466,7784,28836,146,4073354,6
705,2015,Brazil,22,11,99,288,420,5,16407,1
706,2015,Burundi,9492,48,1540,1179,12259,11,2870,73
707,2015,Cameroon,796,151,2688,1774,5409,0,0,333
708,2015,Central African Republic,0,0,0,0,0,1,1116,416
709,2015,Chad,203,81,814,509,1607,0,0,119
710,2015,China,7738,463,9179,9200,26580,345,3124752,5
711,2015,Colombia,2134,53,1467,715,4369,104,119348,5
712,2015,Congo,485,76,1848,920,3329,0,0,0
713,2015,Dem. Rep. of the Congo,28921,903,17657,7886,55367,6,57393,474
714,2015,Egypt,2005,355,3474,1612,7446,135,201,231
715,2015,Ethiopia,5271,418,11784,4806,22279,0,0,221
716,2015,France,0,0,20,20,40,3,750,130
717,2015,Guatemala,2421,5,1114,6921,10461,352,57957,0
718,2015,Guinea,1973,826,5685,1701,10185,7,492,3
719,2015,India,659,48,5396,2859,8962,648,13866869,111
720,2015,Indonesia,138,0,303,390,831,54,443083,4
721,2015,Iran,0,0,0,0,0,0,0,0
722,2015,Iraq,40200,3099,5400,37339,86038,58,65000,1616
723,2015,Israel,15,5,90,51,161,0,0,8
724,2015,Jordan,185,51,461,289,986,0,0,1
725,2015,Kenya,228,22,770,502,1522,138,245299,167
726,2015,Kuwait,147,0,63,40,250,0,0,26
727,2015,Kyrgyzstan,213,25,426,510,1174,0,0,0
728,2015,Lebanon,353,123,1539,893,2908,5,1000750,0
729,2015,Libya,1438,1135,1644,1064,5281,0,0,261
730,2015,Mali,511,2766,8602,1552,13431,0,0,17
731,2015,Mexico,924,101,1963,8439,11427,42,18791,29
732,2015,Mozambique,0,0,1270,96,1366,160,177645,0
733,2015,Myanmar (Burma),0,0,0,0,0,0,0,55
734,2015,Netherlands,0,0,20,5,25,0,0,0
735,2015,Niger,33,59,358,222,672,0,0,204
736,2015,Nigeria,1615,3743,27360,4428,37146,150,102528,3785
737,2015,Pakistan,5244,3276,23847,19649,52016,1561,587742,324
738,2015,Peru,56,17,156,213,442,30,203855,0
739,2015,Philippines,10,0,400,253,663,0,0,54
740,2015,Russia (Soviet Union),0,0,0,0,0,0,0,2
741,2015,Saudi Arabia,135,10,21,35,201,10,259,44
742,2015,Somalia,13366,4623,7071,7090,32150,0,0,132
743,2015,South Africa,41,15,303,87,446,0,0,0
744,2015,South Sudan,1362,111,46,485,2004,47,1818,448
745,2015,Sudan,9902,1060,5751,3857,20570,0,0,590
746,2015,Syria,0,0,0,0,0,0,0,14561
747,2015,Thailand,15,5,268,44,332,0,0,37
748,2015,Tunisia,93,99,1625,984,2801,0,0,61
749,2015,Turkey,1107,382,4770,1633,7892,8,6500,180
750,2015,Ukraine,1054,152131,9263,4272,166720,0,0,345
751,2015,United States of America,28,5,210,111,354,0,0,14
752,2015,Venezuela,0,0,0,0,0,0,0,32
753,2015,Yemen (North Yemen),0,0,0,0,0,0,0,1449
754,2016,Afghanistan,30769,38752,52583,51092,173196,0,0,1084
755,2016,Algeria,265,229,9098,5807,15399,0,0,0
756,2016,Angola,170,106,924,265,1465,29,8355,1
757,2016,Armenia,230,389,4874,1890,7383,0,0,0
758,2016,Azerbaijan,739,307,3192,1108,5346,0,0,7
759,2016,Bangladesh,1503,1739,18267,11712,33221,139,3103625,32
760,2016,Belgium,0,0,11,0,11,0,0,32
761,2016,Brazil,34,17,184,351,586,0,0,3
762,2016,Burkina Faso,149,183,798,409,1539,15,34893,1
763,2016,Burundi,3279,90,1992,6133,11494,0,0,71
764,2016,Cameroon,842,311,2591,2122,5866,0,0,303
765,2016,Central African Republic,0,0,0,0,0,21,266,451
766,2016,Chad,248,70,828,569,1715,0,0,5
767,2016,Colombia,1994,39,2455,1597,6085,4,2200,3
768,2016,Congo,503,81,1849,885,3318,0,0,42
769,2016,Dem. Rep. of the Congo,25102,1123,15910,14635,56770,50,10000,611
770,2016,Egypt,1693,420,5914,2292,10319,26,32572,36
771,2016,Eritrea,38711,9998,5427,7703,61839,0,0,0
772,2016,Ethiopia,5712,544,12934,21622,40812,128,493080,390
773,2016,France,0,0,20,10,30,0,0,87
774,2016,Germany,0,0,25,15,40,0,0,12
775,2016,Honduras,3231,38,3339,6387,12995,1,151,0
776,2016,India,827,94,8537,7843,17301,118,2010924,142
777,2016,Iran,0,0,0,0,0,0,0,1
778,2016,Iraq,65058,16105,38139,44413,163715,0,0,3570
779,2016,Israel,25,15,115,78,233,0,0,7
780,2016,Ivory Coast,0,0,0,0,0,0,0,16
781,2016,Jordan,181,79,754,399,1413,0,0,3
782,2016,Kenya,183,41,697,792,1713,3,1000,36
783,2016,Lebanon,484,382,4585,1807,7258,0,0,5
784,2016,Libya,1556,993,1966,1447,5962,0,0,37
785,2016,Mali,530,3015,7671,1546,12762,13,9500,35
786,2016,Mexico,1043,5,2930,11950,15928,74,62500,8
787,2016,Mozambique,5,0,480,7374,7859,12,1700,16
788,2016,Myanmar (Burma),0,0,0,0,0,0,0,61
789,2016,Niger,29,47,362,328,766,0,0,25
790,2016,Nigeria,2088,4563,26547,13193,46391,80,13013,637
791,2016,Pakistan,6146,4181,33349,24205,67881,351,8132,384
792,2016,Peru,44,17,210,292,563,31,11493,2
793,2016,Philippines,25,15,1313,271,1624,0,0,61
794,2016,Russia (Soviet Union),0,0,0,0,0,0,0,1
795,2016,Rwanda,770,18,792,1590,3170,50,30030,21
796,2016,Saudi Arabia,214,5,96,68,383,15,133,20
797,2016,Somalia,14394,6768,8242,11138,40542,0,0,274
798,2016,South Africa,33,12,364,83,492,17,620,0
799,2016,South Sudan,1099,87,38,901,2125,68,3826,354
800,2016,Sudan,10538,1035,8664,7162,27399,0,0,790
801,2016,Syria,0,0,0,0,0,0,0,13224
802,2016,Thailand,0,0,189,69,258,3,22500,27
803,2016,Tunisia,103,110,2062,1568,3843,0,0,11
804,2016,Turkey,1161,365,4945,2672,9143,18,15,208
805,2016,Uganda,614,38,1449,2477,4578,19,1590,0
806,2016,Ukraine,959,24173,10549,6374,42055,0,0,32
807,2016,Venezuela,0,0,0,0,0,0,0,58
808,2016,Yemen (North Yemen),0,0,0,0,0,0,0,608
809,2017,Afghanistan,43125,60439,102377,55657,261598,86,9418,1060
810,2017,Algeria,367,229,7648,4718,12962,0,0,0
811,2017,Angola,181,191,1408,331,2111,11,30250,1
812,2017,Azerbaijan,1013,446,6075,3330,10864,0,0,2
813,2017,Bangladesh,1841,2139,21779,4625,30384,167,3380199,3
814,2017,Brazil,69,31,310,543,953,14,104140,1
815,2017,Burkina Faso,276,201,1458,433,2368,0,0,37
816,2017,Burundi,6760,102,1464,2335,10661,6,810,38
817,2017,Cameroon,1246,507,4734,3675,10162,3,12890,227
818,2017,Central African Republic,0,0,0,0,0,0,0,951
819,2017,Chad,341,92,1551,340,2324,0,0,3
820,2017,China,7392,276,13262,5936,26866,273,513676,0
821,2017,Colombia,1210,62,2365,13818,17455,381,48892,14
822,2017,Congo,519,113,1942,529,3103,0,0,0
823,2017,Dem. Rep. of the Congo,63515,650,16996,5652,86813,207,33,1752
824,2017,Egypt,2024,485,5913,2520,10942,0,0,416
825,2017,Ethiopia,7945,1182,14995,7887,32009,0,0,173
826,2017,India,1041,195,9520,4370,15126,1096,1860394,179
827,2017,Indonesia,100,0,2564,710,3374,88,389087,0
828,2017,Iran,0,0,0,0,0,0,0,18
829,2017,Iraq,51033,22579,49030,45611,168253,10,5969,719
830,2017,Israel,29,10,174,128,341,0,0,0
831,2017,Kenya,208,5,877,605,1695,26,25000,80
832,2017,Lebanon,465,405,5375,1707,7952,0,0,5
833,2017,Libya,1424,1190,1948,1870,6432,0,0,56
834,2017,Madagascar (Malagasy),0,0,0,0,0,0,0,1
835,2017,Malaysia,113,0,10432,1285,11830,2,13000,0
836,2017,Mali,613,2005,6540,2308,11466,0,0,82
837,2017,Mexico,1294,5,3956,12999,18254,498,1459760,26
838,2017,Mozambique,5,0,267,2774,3046,7,750102,3
839,2017,Myanmar (Burma),0,0,0,0,0,0,0,1879
840,2017,Niger,55,81,426,276,838,0,0,28
841,2017,Nigeria,4213,6387,36932,19766,67298,0,0,904
842,2017,Pakistan,6074,3121,47604,15894,72693,191,2593,425
843,2017,Peru,54,13,290,3844,4201,0,0,0
844,2017,Philippines,35,18,2729,835,3617,0,0,108
845,2017,Russia (Soviet Union),0,0,0,0,0,0,0,0
846,2017,Rwanda,828,50,1158,1943,3979,3,5874,10
847,2017,Saudi Arabia,240,16,132,125,513,0,0,1
848,2017,Somalia,25520,10620,9291,11935,57366,0,0,225
849,2017,South Sudan,2820,24,57,2304,5205,0,0,358
850,2017,Spain,0,0,52,55,107,0,0,16
851,2017,Sri Lanka,2527,279,8942,1530,13278,27,160077,1
852,2017,Sudan,12238,1804,10194,5565,29801,0,0,64
853,2017,Sweden,0,0,10,5,15,0,0,5
854,2017,Syria,0,0,0,0,0,0,0,12115
855,2017,Tanzania,0,0,0,0,0,0,0,1
856,2017,Thailand,20,0,435,140,595,118,2185498,9
857,2017,Tunisia,84,97,1474,1252,2907,0,0,0
858,2017,Turkey,6747,686,11798,5233,24464,0,0,50
859,2017,Uganda,539,36,1688,1392,3655,17,14,0
860,2017,Ukraine,884,12456,14682,9083,37105,0,0,35
861,2017,United States of America,10,5,439,295,749,0,0,8
862,2017,Venezuela,0,0,0,0,0,0,0,45
863,2017,Yemen (North Yemen),0,0,0,0,0,0,0,423
864,2018,Afghanistan,21904,30051,44443,68751,165149,0,0,1854
865,2018,Algeria,321,194,6024,5804,12343,6,200,2
866,2018,Angola,275,141,2052,1020,3488,8,3000,22
867,2018,Armenia,367,495,7512,4171,12545,0,0,0
868,2018,Azerbaijan,618,172,3934,3560,8284,0,0,0
869,2018,Bangladesh,1779,3010,21174,3975,29938,0,0,3
870,2018,Brazil,195,27,707,824,1753,15,300,4
871,2018,Burkina Faso,8674,216,1382,329,10601,0,0,94
872,2018,Burundi,4633,3107,803,8585,17128,0,0,108
873,2018,Cameroon,1790,472,4699,2745,9706,0,0,263
874,2018,Central African Republic,0,0,0,0,0,0,0,320
875,2018,Chad,442,65,1069,359,1935,0,0,28
876,2018,Colombia,6216,120,5786,2340,14462,0,0,30
877,2018,Dem. Rep. of the Congo,40166,11136,10331,9766,71399,0,0,685
878,2018,Djibouti,396,15,264,52,727,0,0,0
879,2018,Egypt,2442,322,4960,1994,9718,0,0,21
880,2018,Ethiopia,5815,2114,8473,22042,38444,44,21,233
881,2018,France,0,0,25,23,48,6,30,9
882,2018,Haiti,922,74,8736,6718,16450,17,39336,0
883,2018,India,1963,172,7778,4160,14073,892,24085378,125
884,2018,Indonesia,182,0,3404,572,4158,4779,2704383,10
885,2018,Iran,0,0,0,0,0,0,0,2
886,2018,Iraq,20134,8079,33293,55525,117031,21,25000,107
887,2018,Israel,54,0,82,68,204,0,0,15
888,2018,Kenya,268,25,894,502,1689,0,0,37
889,2018,Lebanon,394,166,3514,1439,5513,0,0,0
890,2018,Libya,999,1969,1453,2209,6630,0,0,68
891,2018,Mali,753,1799,7155,1547,11254,0,0,583
892,2018,Mexico,1542,5,8102,14289,23938,26,10120,15
893,2018,Mozambique,0,5,103,3974,4082,0,0,120
894,2018,Myanmar (Burma),0,0,0,0,0,0,0,37
895,2018,Niger,1089,159,551,266,2065,0,0,77
896,2018,Nigeria,4349,4981,35629,14579,59538,0,0,580
897,2018,Pakistan,5779,2422,34370,12816,55388,0,0,296
898,2018,Philippines,50,52,4615,1377,6094,0,0,23
899,2018,Russia (Soviet Union),0,0,0,0,0,0,0,6
900,2018,Rwanda,911,69,719,794,2493,42,26063,0
901,2018,Saudi Arabia,234,10,159,146,549,0,0,0
902,2018,Senegal,505,1445,11096,1329,14375,0,0,1
903,2018,Somalia,13734,4578,6910,15615,40837,58,928000,257
904,2018,South Africa,47,15,417,133,612,0,0,1
905,2018,South Sudan,2388,68,110,1141,3707,0,0,434
906,2018,Sudan,8486,2647,6184,5526,22843,0,0,92
907,2018,Syria,0,0,0,0,0,0,0,5978
908,2018,Tajikistan,244,69,1359,1397,3069,0,0,4
909,2018,Tanzania,0,0,0,0,0,0,0,1
910,2018,Thailand,36,0,566,260,862,0,0,23
911,2018,Tunisia,129,77,1955,1325,3486,6,30000,1
912,2018,Turkey,9127,511,10334,6146,26118,24,100,6
913,2018,Uganda,575,304,1028,1035,2942,0,0,2
914,2018,Ukraine,1067,7564,12531,6711,27873,0,0,30
915,2018,Venezuela,0,0,0,0,0,0,0,54
916,2018,Yemen (North Yemen),0,0,0,0,0,0,0,251
917,2018,Zimbabwe (Rhodesia),0,0,0,0,0,0,0,4
918,2019,Afghanistan,21768,21617,33677,37370,114416,24,561,1759
919,2019,Algeria,392,164,5644,4631,10831,8,125025,0
920,2019,Angola,331,166,1905,899,3301,52,15445,1
921,2019,Armenia,344,384,5887,3170,9785,0,0,1
922,2019,Azerbaijan,668,160,3890,2868,7586,0,0,1
923,2019,Bangladesh,2126,603,22922,6017,31564,131,284067,0
924,2019,Benin,64,20,452,204,740,0,0,1
925,2019,Brazil,401,10,1813,766,2990,7,30000,2
926,2019,Burkina Faso,254,88,1023,226,1591,0,0,896
927,2019,Burundi,14917,20,1651,1285,17873,37,9942,59
928,2019,Cameroon,21742,316,4801,2752,29612,0,0,241
929,2019,Central African Republic,0,0,0,0,0,0,0,147
930,2019,Chad,478,72,1197,291,2038,52,37,46
931,2019,Colombia,4630,165,9759,4962,19516,0,0,9
932,2019,Congo,393,60,1687,435,2575,0,0,0
933,2019,Dem. Rep. of the Congo,44749,478,11435,7099,63761,78,400354,1062
934,2019,Egypt,3404,110,5186,2201,10901,0,0,73
