Unnamed: 0,year,country_origin,country_asylum,share_borders,female_0to4,female_5to11,female_12to17,female_18to59,female_60,female_other,Female total,male_0to4,male_5to11,male_12to17,male_18to59,unknown_demographic,male_60,male_other,Male total,total,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions
26070,2011,China,India,1,0,0,0,0,0,0,0,0,0,0,5,99998,0,0,5,100003,,,,,
28954,2012,China,India,1,0,0,0,0,0,0,0,0,0,0,5,99998,0,0,5,100003,,,,,
31872,2013,China,India,1,0,0,0,0,0,0,0,0,0,0,5,99998,0,0,5,100003,,,,,
7519,2004,China,India,1,0,0,0,0,0,0,0,0,0,0,7,94342,0,0,7,94349,,,,,
5091,2003,China,India,1,0,0,0,0,0,0,0,0,0,0,7,92342,0,0,7,92349,5.0,0.0,0.0,0.0,5.0
2721,2002,China,India,1,0,0,0,0,0,36937,36937,0,0,0,5,0,0,55404,55409,92346,,,,,
472,2001,China,India,1,0,0,0,0,0,0,0,0,0,0,0,92344,0,0,0,92344,0.0,0.0,5.0,0.0,5.0
51302,2019,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,78752,0,0,0,78752,6709.0,0.0,4741.0,2311.0,13761.0
47883,2018,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,77710,0,0,0,77710,6468.0,0.0,5347.0,3803.0,15618.0
9988,2005,China,India,1,0,0,0,0,0,0,0,0,0,0,5,77195,0,0,5,77200,,,,,
12500,2006,China,India,1,0,0,0,0,0,0,0,0,0,0,5,77195,0,0,5,77200,,,,,
15071,2007,China,India,1,0,0,0,0,0,0,0,0,0,0,5,77195,0,0,5,77200,,,,,
54756,2020,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,74948,0,0,0,74948,2642.0,0.0,2214.0,1979.0,6835.0
44548,2017,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,74476,0,0,0,74476,5375.0,0.0,3995.0,3683.0,13053.0
38055,2015,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,74020,0,0,0,74020,5249.0,0.0,790.0,6735.0,12774.0
54728,2020,China,India,1,0,0,0,0,0,0,0,0,0,0,5,73402,0,0,5,73407,,,,,
58242,2021,China,India,1,0,0,0,0,0,0,0,0,0,0,5,73402,0,0,5,73407,,,,,
41284,2016,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,72507,0,0,0,72507,4171.0,0.0,579.0,6334.0,11084.0
34902,2014,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,71902,0,0,0,71902,7100.0,370.0,2255.0,5863.0,15588.0
58271,2021,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,68937,0,0,0,68937,2616.0,0.0,2322.0,3757.0,8695.0
31898,2013,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,65558,0,0,0,65558,7743.0,0.0,1409.0,6326.0,15478.0
28980,2012,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,60615,0,0,0,60615,9654.0,0.0,1789.0,10579.0,22022.0
26096,2011,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,58352,0,0,0,58352,8698.0,0.0,2097.0,10460.0,21255.0
23250,2010,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,54598,0,0,0,54598,6446.0,0.0,1727.0,9795.0,17968.0
20470,2009,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,51480,0,0,0,51480,5852.0,0.0,1831.0,8386.0,16069.0
17752,2008,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,47277,0,0,0,47277,4034.0,0.0,6680.0,1488.0,12202.0
15095,2007,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,45194,0,0,0,45194,4102.0,0.0,5337.0,1655.0,11094.0
12521,2006,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,41007,0,0,0,41007,5577.0,0.0,5240.0,2569.0,13386.0
10007,2005,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,26131,0,0,0,26131,3209.0,0.0,5132.0,2216.0,10557.0
2739,2002,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,23696,0,0,0,23696,5853.0,0.0,8891.0,3855.0,18599.0
5109,2003,China,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,21300,0,0,0,21300,3177.0,0.0,8197.0,3677.0,15051.0
15107,2007,Colombia,Ecuador,1,257,1065,819,4332,161,0,6634,277,1108,944,4981,250011,300,0,7610,264255,866.0,2071.0,3403.0,105.0,6445.0
31933,2013,Colombia,Venezuela (Bolivarian Republic of),1,0,6,9,28,0,1997,2040,5,5,7,29,200000,0,2173,2219,204259,725.0,0.0,2613.0,0.0,3338.0
29015,2012,Colombia,Venezuela (Bolivarian Republic of),1,0,0,9,21,0,1676,1706,0,5,6,21,200000,0,1825,1857,203563,1182.0,0.0,9856.0,7406.0,18444.0
26132,2011,Colombia,Venezuela (Bolivarian Republic of),1,0,0,5,5,0,920,930,0,0,5,6,200000,0,1000,1011,201941,491.0,0.0,1166.0,0.0,1657.0
23287,2010,Colombia,Venezuela (Bolivarian Republic of),1,0,0,0,5,0,700,705,0,0,0,5,200000,0,757,762,201467,255.0,0.0,1700.0,0.0,1955.0
20505,2009,Colombia,Venezuela (Bolivarian Republic of),1,0,0,8,0,0,593,601,0,0,0,0,200000,0,643,643,201244,210.0,0.0,226.0,0.0,436.0
17787,2008,Colombia,Venezuela (Bolivarian Republic of),1,0,0,0,6,0,523,529,0,0,0,0,200000,0,565,565,201094,287.0,0.0,324.0,0.0,611.0
15129,2007,Colombia,Venezuela (Bolivarian Republic of),1,26,57,64,236,10,0,393,37,65,68,263,200000,17,0,450,200843,218.0,0.0,287.0,0.0,505.0
38088,2015,Colombia,Venezuela (Bolivarian Republic of),1,6,13,21,74,5,2986,3105,8,17,28,74,167060,6,3375,3508,173673,1211.0,0.0,469.0,0.0,1680.0
34936,2014,Colombia,Venezuela (Bolivarian Republic of),1,5,7,10,45,0,1789,1856,5,9,14,42,169554,5,2034,2109,173519,724.0,0.0,2402.0,0.0,3126.0
41316,2016,Colombia,Venezuela (Bolivarian Republic of),1,22,32,46,60,7,3546,3713,6,7,11,152,164192,42,3797,4015,171920,1270.0,0.0,773.0,0.0,2043.0
28992,2012,Colombia,Ecuador,1,155,1250,1385,8363,458,0,11611,147,1290,1445,9149,98702,620,0,12651,122964,1515.0,0.0,14661.0,0.0,16176.0
44581,2017,Colombia,Venezuela (Bolivarian Republic of),1,35,47,64,89,12,1646,1893,38,51,69,94,118755,13,1764,2029,122677,15.0,0.0,80.0,10.0,105.0
26108,2011,Colombia,Ecuador,1,254,1363,1330,8148,407,0,11502,262,1363,1455,8867,98585,553,0,12500,122587,2652.0,0.0,7528.0,48.0,10228.0
31910,2013,Colombia,Ecuador,1,74,1170,1374,8300,485,0,11403,78,1177,1431,9101,98514,655,0,12442,122359,509.0,0.0,7947.0,2075.0,10531.0
34913,2014,Colombia,Ecuador,1,0,0,0,0,0,0,0,0,0,0,0,121317,0,0,0,121317,,,,,
38066,2015,Colombia,Ecuador,1,102,3602,10236,9071,583,0,23594,110,3667,10160,11556,70768,830,0,26323,120685,,,,,
23263,2010,Colombia,Ecuador,1,779,3183,2788,17421,820,0,24991,791,3157,3055,18965,68344,1100,0,27068,120403,1346.0,6520.0,1206.0,18248.0,27320.0
20482,2009,Colombia,Ecuador,1,883,2773,2427,14612,609,0,21304,894,2790,2660,15872,71365,860,0,23076,115745,26223.0,0.0,1686.0,91.0,28000.0
54768,2020,Colombia,Ecuador,1,97,561,2397,19873,2182,0,25110,111,588,2415,21813,49950,2944,0,27871,102931,763.0,147.0,0.0,32.0,942.0
51314,2019,Colombia,Ecuador,1,0,0,0,0,0,0,0,0,0,0,0,102928,0,0,0,102928,2671.0,0.0,694.0,1753.0,5118.0
41294,2016,Colombia,Ecuador,1,0,0,0,0,0,0,0,0,0,0,0,101161,0,0,0,101161,,,,,
17764,2008,Colombia,Ecuador,1,418,1354,1065,5584,208,0,8629,426,1411,1226,6247,82338,360,0,9670,100637,35.0,4296.0,3824.0,220.0,8375.0
54790,2020,Colombia,Venezuela (Bolivarian Republic of),1,5035,6716,8395,11928,1679,0,33753,5100,6801,8501,12078,0,1702,0,34182,67935,314.0,0.0,49.0,0.0,363.0
51336,2019,Colombia,Venezuela (Bolivarian Republic of),1,5035,6716,8395,11769,1679,0,33594,5100,6801,8501,11924,0,1702,0,34028,67622,248.0,0.0,543.0,0.0,791.0
47917,2018,Colombia,Venezuela (Bolivarian Republic of),1,4833,6447,8055,11283,1612,0,32230,5238,6987,8732,12222,0,1747,0,34926,67156,615.0,0.0,1400.0,86.0,2101.0
58282,2021,Colombia,Ecuador,1,94,582,2203,20603,2382,0,25864,112,624,2225,22432,0,3234,0,28627,54491,1610.0,0.0,495.0,99.0,2204.0
47895,2018,Colombia,Ecuador,1,68,276,375,1430,60,0,2209,80,315,363,1425,46064,76,0,2259,50532,4468.0,0.0,1057.0,20.0,5545.0
44559,2017,Colombia,Ecuador,1,5,462,1273,8619,771,0,11130,5,471,1292,9765,22897,1056,0,12589,46616,217.0,0.0,456.0,12276.0,12949.0
58304,2021,Colombia,Venezuela (Bolivarian Republic of),1,2959,3949,4947,7103,994,0,19952,2853,3811,4755,6867,0,930,0,19216,39168,45.0,0.0,0.0,5.0,50.0
20503,2009,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,27002,0,0,0,27002,692.0,0.0,516.0,1003.0,2211.0
17785,2008,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,26446,0,0,0,26446,1061.0,0.0,996.0,959.0,3016.0
23285,2010,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,25607,0,0,0,25607,421.0,0.0,397.0,781.0,1599.0
15127,2007,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,25261,0,0,0,25261,1381.0,0.0,1626.0,1496.0,4503.0
12554,2006,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,24770,0,0,0,24770,1918.0,0.0,2282.0,2139.0,6339.0
26130,2011,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,22004,0,0,0,22004,377.0,0.0,227.0,586.0,1190.0
10040,2005,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,19967,0,0,0,19967,2277.0,0.0,3649.0,2960.0,8886.0
29013,2012,Colombia,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,17766,0,0,0,17766,308.0,0.0,129.0,562.0,999.0
28988,2012,Colombia,Canada,0,8,30,23,168,11,0,240,6,20,36,175,17081,5,0,242,17563,482.0,0.0,731.0,113.0,1326.0
15102,2007,Colombia,Brazil,1,9,42,17,145,0,0,213,13,39,22,198,17000,13,0,285,17498,50.0,0.0,61.0,5.0,116.0
58572,2021,Dem. Rep. of the Congo,Uganda,1,38113,54276,33143,96579,6748,0,228859,38330,54267,33675,87060,0,5349,0,218681,447540,7239.0,0.0,949.0,5.0,8193.0
55056,2020,Dem. Rep. of the Congo,Uganda,1,38254,49888,29549,89619,6223,0,213533,38247,49995,30345,80370,0,4917,0,203874,417407,6999.0,0.0,288.0,913.0,8200.0
51603,2019,Dem. Rep. of the Congo,Uganda,1,40933,45362,26238,83641,5460,0,201634,40892,45759,26911,74591,0,4250,0,192403,394037,23306.0,0.0,1436.0,0.0,24742.0
48189,2018,Dem. Rep. of the Congo,Uganda,1,30078,36510,20184,64897,4236,0,155905,29959,36904,20185,56797,0,3342,0,147187,303092,11687.0,0.0,895.0,2885.0,15467.0
44850,2017,Dem. Rep. of the Congo,Uganda,1,19588,26239,15883,46282,2651,3901,114544,19654,26235,15853,45437,0,2370,2099,111648,226192,36552.0,0.0,3417.0,0.0,39969.0
41582,2016,Dem. Rep. of the Congo,Uganda,1,17099,25749,14505,43506,2485,218,103562,17273,25650,14628,41821,0,2296,133,101801,205363,11850.0,0.0,1379.0,433.0,13662.0
38354,2015,Dem. Rep. of the Congo,Uganda,1,17294,24041,13954,42961,2465,0,100715,17119,24120,14174,43417,0,2237,0,101067,201782,15079.0,0.0,1191.0,0.0,16270.0
35205,2014,Dem. Rep. of the Congo,Uganda,1,18529,21782,13898,33523,1648,0,89380,18351,21910,14081,33033,0,1462,0,88837,178217,10391.0,0.0,723.0,1203.0,12317.0
32200,2013,Dem. Rep. of the Congo,Uganda,1,18523,21600,22190,15082,775,0,78170,18293,22180,21726,14737,0,636,0,77572,155742,6098.0,0.0,195.0,2714.0,9007.0
7792,2004,Dem. Rep. of the Congo,United Rep. of Tanzania,1,15233,14513,12436,34550,1850,0,78582,14985,15133,12972,30400,0,1402,0,74892,153474,,,,,
5348,2003,Dem. Rep. of the Congo,United Rep. of Tanzania,1,13634,15598,13372,32018,2292,0,76914,12733,16255,13934,28570,0,1754,0,73246,150160,,,,,
10271,2005,Dem. Rep. of the Congo,United Rep. of Tanzania,1,14753,14464,12398,31448,1714,0,74777,17665,14861,12739,28831,0,1239,0,75335,150112,,,,,
2962,2002,Dem. Rep. of the Congo,United Rep. of Tanzania,1,12162,14637,12555,30052,2147,0,71553,11959,15250,13078,26814,0,1647,0,68748,140301,,,,,
26331,2011,Dem. Rep. of the Congo,Congo,1,11905,17120,9130,27814,2388,0,68357,11996,17125,9109,23520,0,1541,0,63291,131648,50.0,0.0,321.0,2423.0,2794.0
12796,2006,Dem. Rep. of the Congo,United Rep. of Tanzania,1,11424,12937,12509,29699,1425,0,67994,10971,11704,13356,23018,0,930,0,59979,127973,,,,,
29276,2012,Dem. Rep. of the Congo,Uganda,1,12955,18306,16373,15394,753,0,63781,12988,18058,16634,14813,0,747,0,63240,127021,3779.0,0.0,150.0,0.0,3929.0
23481,2010,Dem. Rep. of the Congo,Congo,1,13267,15241,7666,25953,2268,0,64395,13278,15557,7534,22033,0,1447,0,59849,124244,130.0,0.0,272.0,0.0,402.0
701,2001,Dem. Rep. of the Congo,United Rep. of Tanzania,1,10389,12164,10421,25365,1524,0,59863,10106,12832,10999,22541,0,1175,0,57653,117516,,,,,
20693,2009,Dem. Rep. of the Congo,Congo,1,417,910,693,2000,204,0,4224,521,924,810,2309,94083,342,0,4906,103213,33.0,0.0,57.0,27.0,117.0
15375,2007,Dem. Rep. of the Congo,United Rep. of Tanzania,1,8011,9014,10896,21495,977,0,50393,7823,9300,10972,17878,0,733,0,46706,97099,27.0,0.0,0.0,0.0,27.0
655,2001,Dem. Rep. of the Congo,Congo,1,205,196,168,330,15,2265,3179,220,163,139,340,86438,14,2285,3161,92778,105.0,0.0,100.0,0.0,205.0
29213,2012,Dem. Rep. of the Congo,Congo,1,6563,11953,6815,19003,1766,0,46100,6606,11827,6641,17128,0,1122,0,43324,89424,17.0,0.0,44.0,40.0,101.0
2916,2002,Dem. Rep. of the Congo,Congo,1,8256,9299,7970,16090,1237,0,42852,7810,9457,8106,14353,0,937,0,40663,83515,40.0,0.0,120.0,0.0,160.0
44837,2017,Dem. Rep. of the Congo,Rwanda,1,4759,7569,6531,19136,1798,0,39793,4828,7506,6403,14236,8727,1257,0,34230,82750,11.0,0.0,0.0,5.0,16.0
23543,2010,Dem. Rep. of the Congo,Uganda,1,8099,9243,5423,17152,930,0,40847,8078,9138,5520,17370,0,851,0,40957,81804,2611.0,0.0,10.0,0.0,2621.0
26395,2011,Dem. Rep. of the Congo,Uganda,1,7587,9966,6506,16078,876,0,41013,7640,9785,6560,15603,0,886,0,40474,81487,2585.0,0.0,0.0,0.0,2585.0
5295,2003,Dem. Rep. of the Congo,Congo,1,8326,8743,7496,15642,1034,0,41241,8283,8797,7542,14207,0,934,0,39763,81004,5.0,0.0,54.0,0.0,59.0
58498,2021,Dem. Rep. of the Congo,Burundi,1,6342,7966,6973,19265,1089,0,41635,6757,8076,6996,16515,0,838,0,39182,80817,930.0,0.0,396.0,479.0,1805.0
18037,2008,Dem. Rep. of the Congo,United Rep. of Tanzania,1,7190,7971,8364,17244,731,0,41500,7118,7405,9179,13943,0,561,0,38206,79706,15.0,0.0,0.0,0.0,15.0
51530,2019,Dem. Rep. of the Congo,Burundi,1,5676,8789,6523,17462,998,0,39448,5865,9081,6674,15914,0,825,0,38359,77807,8814.0,68.0,269.0,297.0,9448.0
48176,2018,Dem. Rep. of the Congo,Rwanda,1,5284,8053,6603,20317,2056,0,42313,5334,8035,6432,13511,0,1419,0,34731,77044,5.0,0.0,0.0,151.0,156.0
18034,2008,Dem. Rep. of the Congo,Uganda,1,6500,6577,3850,12699,669,0,30295,6418,6417,4131,12597,16000,640,0,30203,76498,3650.0,0.0,159.0,0.0,3809.0
54982,2020,Dem. Rep. of the Congo,Burundi,1,5908,8520,6324,16419,933,0,38104,6088,8789,6454,14726,0,767,0,36824,74928,3823.0,0.0,888.0,0.0,4711.0
55044,2020,Dem. Rep. of the Congo,Rwanda,1,5003,7456,6413,19652,2025,0,40549,4987,7567,6420,13261,0,1519,0,33754,74303,15.0,0.0,0.0,33.0,48.0
38340,2015,Dem. Rep. of the Congo,Rwanda,1,5495,7728,7016,18659,1797,0,40695,5607,7515,6590,12202,0,1255,0,33169,73864,44.0,0.0,0.0,0.0,44.0
58560,2021,Dem. Rep. of the Congo,Rwanda,1,4811,7229,6251,19984,1990,0,40265,4807,7324,6262,13619,0,1486,0,33498,73763,87.0,0.0,0.0,43.0,130.0
51592,2019,Dem. Rep. of the Congo,Rwanda,1,5095,7241,6241,19495,2052,0,40124,5165,7230,6195,13190,0,1504,0,33284,73408,52.0,0.0,0.0,98.0,150.0
35190,2014,Dem. Rep. of the Congo,Rwanda,1,5696,8058,6512,18472,1732,0,40470,5639,7923,6062,12070,0,1236,0,32930,73400,5.0,0.0,0.0,0.0,5.0
20753,2009,Dem. Rep. of the Congo,Uganda,1,7125,8334,4894,15397,805,0,36555,7027,8233,5021,15568,0,771,0,36620,73175,4426.0,0.0,14.0,237.0,4677.0
41568,2016,Dem. Rep. of the Congo,Rwanda,1,5176,7635,6500,19092,1880,0,40283,5216,7517,6151,12695,0,1285,0,32864,73147,,,,,
764,2001,Eritrea,Sudan,1,14469,13140,11258,27654,0,0,66521,13150,14171,12145,23893,194666,0,0,63359,324546,,,,,
3031,2002,Eritrea,Sudan,1,7978,11424,9795,21833,2410,0,53440,7630,12070,10345,24320,194666,2823,0,57188,305294,2106.0,0.0,1303.0,0.0,3409.0
55176,2020,Eritrea,Ethiopia,1,8078,15139,13600,52722,1305,0,90844,8322,15810,18510,46090,0,1515,0,90247,181091,10.0,0.0,0.0,0.0,10.0
48302,2018,Eritrea,Ethiopia,1,5204,10450,8052,40182,1056,0,64944,5506,11318,12527,78193,0,1477,0,109021,173965,0.0,0.0,0.0,107.0,107.0
41682,2016,Eritrea,Ethiopia,1,4070,8337,5716,20904,835,0,39862,4217,8906,7981,22355,81080,1147,0,44606,165548,5.0,0.0,0.0,0.0,5.0
44959,2017,Eritrea,Ethiopia,1,5564,10083,6947,37619,945,0,61158,5847,10680,10596,74978,0,1346,0,103447,164605,17.0,0.0,0.0,13.0,30.0
15465,2007,Eritrea,Sudan,1,4907,8526,10392,31927,4207,19700,79659,4833,7469,9494,34852,571,3910,19700,80258,160488,9602.0,0.0,15.0,1932.0,11549.0
51720,2019,Eritrea,Ethiopia,1,9492,11853,11670,44697,1163,0,78875,9581,14320,14725,39625,0,1470,0,79721,158596,5.0,0.0,0.0,90.0,95.0
58693,2021,Eritrea,Ethiopia,1,7272,14533,11681,48642,1285,0,83413,7631,14849,12937,37957,0,1507,0,74881,158294,10.0,0.0,0.0,0.0,10.0
12880,2006,Eritrea,Sudan,1,4394,8203,6994,24442,3823,31700,79556,4676,7341,6284,23848,0,3815,31700,77664,157220,8641.0,0.0,16.0,104.0,8761.0
38457,2015,Eritrea,Ethiopia,1,4637,8345,5654,33635,805,0,53076,5001,8768,9108,78099,0,1179,0,102155,155231,14.0,0.0,0.0,0.0,14.0
18131,2008,Eritrea,Sudan,1,4403,7589,4810,27960,1511,15000,61273,4616,7886,5112,28664,0,2234,15000,63512,124785,3681.0,6110.0,54.0,24493.0,34338.0
35307,2014,Eritrea,Ethiopia,1,4022,7162,4669,25564,739,0,42156,4327,7774,6295,62163,0,1069,0,81628,123784,13.0,0.0,0.0,34.0,47.0
10349,2005,Eritrea,Sudan,1,0,0,0,0,0,0,0,0,0,0,0,116746,0,0,0,116746,5977.0,0.0,69.0,199.0,6245.0
58741,2021,Eritrea,Sudan,1,1222,7483,8525,36353,4911,0,58494,1289,7676,8671,33931,0,5617,0,57184,115678,1234.0,0.0,0.0,10.0,1244.0
55223,2020,Eritrea,Sudan,1,1479,8176,8504,35394,4491,0,58044,1549,8316,8741,32894,0,5323,0,56823,114867,2844.0,0.0,24.0,2256.0,5124.0
48347,2018,Eritrea,Sudan,1,2776,8986,7606,34133,4169,0,57670,2914,9202,7942,31808,0,5009,0,56875,114545,2673.0,0.0,5.0,386.0,3064.0
20850,2009,Eritrea,Sudan,1,4455,6750,5682,20900,1718,5749,45254,4701,6984,6091,16596,25730,2424,5748,42544,113528,10147.0,0.0,28.0,0.0,10175.0
51766,2019,Eritrea,Sudan,1,1971,8416,7830,34342,4391,0,56950,2045,8656,8103,31919,0,5231,0,55954,112904,1801.0,0.0,0.0,3580.0,5381.0
29393,2012,Eritrea,Sudan,1,3821,8009,6708,25963,2924,9622,57047,3977,8426,7128,22364,0,3719,9622,55236,112283,13498.0,0.0,47.0,127.0,13672.0
7865,2004,Eritrea,Sudan,1,0,0,0,0,0,16848,16848,0,0,0,0,68806,0,25273,25273,110927,6430.0,0.0,266.0,0.0,6696.0
32326,2013,Eritrea,Sudan,1,2724,8140,6635,27976,3037,7189,55701,2868,8550,7089,24348,0,3893,7191,53939,109640,6768.0,0.0,440.0,15.0,7223.0
35346,2014,Eritrea,Sudan,1,2959,8918,6882,33489,3044,0,55292,3066,9340,7365,30223,0,3910,0,53904,109196,3682.0,0.0,14.0,2497.0,6193.0
5420,2003,Eritrea,Sudan,1,7637,10101,8660,19246,2324,0,47968,7449,10710,9180,21120,8211,3613,0,52072,108251,517.0,0.0,742.0,23443.0,24702.0
45001,2017,Eritrea,Sudan,1,3945,8777,17361,21267,3382,0,54732,3780,8813,14692,21942,0,4284,0,53511,108243,4184.0,0.0,72.0,0.0,4256.0
23650,2010,Eritrea,Sudan,1,4911,7591,6275,22762,1869,9433,52841,5185,7920,6704,19060,0,2659,9429,50957,103798,10840.0,0.0,243.0,497.0,11580.0
41724,2016,Eritrea,Sudan,1,3004,8970,8057,28659,3161,0,51851,3098,9426,8431,26280,0,4090,0,51325,103176,4421.0,50.0,10.0,51.0,4532.0
26504,2011,Eritrea,Sudan,1,5525,7986,6426,23575,1913,5749,51174,5813,8331,6849,19811,0,2738,5748,49290,100464,8707.0,0.0,142.0,30.0,8879.0
38495,2015,Eritrea,Sudan,1,2772,8357,6712,28584,3152,0,49577,2835,8830,6995,26356,0,4083,0,49099,98676,4426.0,10.0,19.0,36.0,4491.0
32293,2013,Eritrea,Ethiopia,1,3547,5248,3090,16673,589,0,29147,3932,5696,4254,40472,0,876,0,55230,84377,15.0,0.0,0.0,28.0,43.0
29361,2012,Eritrea,Ethiopia,1,2620,3602,2315,12426,421,0,21384,2920,3927,4022,29978,828,712,0,41559,63771,15.0,0.0,0.0,0.0,15.0
58697,2021,Eritrea,Germany,0,3523,2518,707,13163,412,0,20323,4038,2670,764,35065,0,268,0,42805,63128,2129.0,823.0,576.0,1014.0,4542.0
55179,2020,Eritrea,Germany,0,3419,1742,596,12865,420,0,19042,3924,1878,649,35436,36,261,0,42148,61226,2874.0,442.0,676.0,1513.0,5505.0
51723,2019,Eritrea,Germany,0,3065,1233,519,12488,403,0,17708,3325,1336,705,35256,0,239,0,40861,58569,2283.0,1419.0,854.0,2329.0,6885.0
48305,2018,Eritrea,Germany,0,2390,932,499,11970,387,0,16178,2587,994,911,34430,0,234,0,39156,55334,2446.0,3231.0,1010.0,3882.0,10569.0
26472,2011,Eritrea,Ethiopia,1,2412,3261,1848,10652,431,0,18604,2685,3518,3080,26308,0,701,0,36292,54896,0.0,0.0,0.0,93.0,93.0
44962,2017,Eritrea,Germany,0,1815,704,592,10526,355,0,13992,1917,778,1304,31048,0,214,0,35261,49253,10345.0,8111.0,971.0,5643.0,25070.0
23618,2010,Eritrea,Ethiopia,1,2226,2878,1629,8148,386,0,15267,2420,3182,2723,20562,0,637,0,29524,44791,0.0,0.0,0.0,326.0,326.0
58743,2021,Eritrea,Switzerland,0,557,572,253,2746,75,0,4203,555,595,324,3535,29333,43,0,5052,38588,1444.0,432.0,175.0,87.0,2138.0
55225,2020,Eritrea,Switzerland,0,623,515,237,2843,68,0,4286,631,519,311,3825,28205,39,0,5325,37816,1546.0,462.0,252.0,33.0,2293.0
15853,2007,Iraq,Syrian Arab Rep.,1,67772,114606,96792,396030,38079,0,713279,70622,125324,109462,441644,0,39669,0,786721,1500000,,,,,
18526,2008,Iraq,Syrian Arab Rep.,1,50536,86713,73484,296688,34098,0,541519,52091,92950,79645,300417,0,33378,0,558481,1100000,,,,,
21266,2009,Iraq,Syrian Arab Rep.,1,44817,77304,68543,282331,37053,0,510048,46206,82040,72678,303305,0,35723,0,539952,1050000,,,,,
24071,2010,Iraq,Syrian Arab Rep.,1,39953,71808,64048,258733,35819,0,470361,41901,76697,66499,308185,0,0,36357,529639,1000000,102.0,148.0,164.0,0.0,414.0
26942,2011,Iraq,Syrian Arab Rep.,1,32774,60140,52098,210199,29572,0,384783,35191,63618,54432,181105,0,30871,0,365217,750000,150.0,0.0,354.0,801.0,1305.0
13253,2006,Iraq,Syrian Arab Rep.,1,1802,3050,2674,10953,882,0,19361,1906,3215,3017,13766,657775,960,0,22864,700000,,,,,
13217,2006,Iraq,Jordan,1,18,43,57,206,11,0,335,21,41,50,236,499301,16,0,364,500000,121.0,0.0,314.0,1514.0,1949.0
15818,2007,Iraq,Jordan,1,17502,29781,25684,135684,18482,0,227133,19227,30682,26998,180006,0,15954,0,272867,500000,,,,,
18492,2008,Iraq,Jordan,1,21395,30642,26939,152244,27046,0,258266,22515,33471,29307,137755,0,18686,0,241734,500000,,,,,
29831,2012,Iraq,Syrian Arab Rep.,1,18598,36099,31633,130721,17610,0,234661,19239,37675,34481,125121,0,20241,0,236757,471418,91.0,5.0,395.0,222.0,713.0
21228,2009,Iraq,Jordan,1,17805,28735,23136,129122,21510,0,220308,19861,29234,24902,137599,0,18096,0,229692,450000,,,,,
24035,2010,Iraq,Jordan,1,19951,28780,22619,125367,22707,0,219424,21469,31278,24425,134035,0,19369,0,230576,450000,379.0,11.0,263.0,299.0,952.0
26906,2011,Iraq,Jordan,1,20325,30589,21790,126362,23858,0,222924,21882,31414,24134,132247,0,17399,0,227076,450000,201.0,0.0,331.0,506.0,1038.0
1068,2001,Iraq,Iran (Islamic Rep. of),1,1685,17445,14954,119569,11349,0,165002,1653,18611,15952,174186,0,10596,0,220998,386000,,,,,
3359,2002,Iraq,Iran (Islamic Rep. of),1,0,0,0,0,0,0,0,0,0,0,0,201671,0,0,0,201671,,,,,
5760,2003,Iraq,Iran (Islamic Rep. of),1,236,344,1075,1654,159,0,3468,236,365,1133,2521,142314,159,0,4414,150196,,,,,
59204,2021,Iraq,Germany,0,4913,11225,8133,36094,2914,0,63279,5177,12221,9131,55727,30,2304,0,84560,147869,2927.0,2629.0,9084.0,8305.0,22945.0
32771,2013,Iraq,Syrian Arab Rep.,1,1063,2297,1948,8295,1103,0,14706,1130,2342,2092,6749,117900,1281,0,13594,146200,113.0,0.0,95.0,100.0,308.0
35815,2014,Iraq,Syrian Arab Rep.,1,990,2978,5099,2651,250,0,11968,999,3149,4209,2350,123220,305,0,11012,146200,364.0,0.0,15.0,156.0,535.0
